FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2010-11,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 12/05/10,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,Total Membership
31,INDIAN RIVER,161,VERO BEACH ELEMENTARY SCHOOL,0,115,89,99,80,99,80,0,0,0,0,0,0,0,562
31,INDIAN RIVER,171,SEBASTIAN RIVER MIDDLE SCHOOL,0,0,0,0,0,0,0,371,304,312,0,0,0,0,987
31,INDIAN RIVER,181,THOMPSON LIFELONG LEARNING CEN,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73
31,INDIAN RIVER,191,SEBASTIAN ELEMENTARY SCHOOL,7,73,86,93,82,70,103,0,0,0,0,0,0,0,514
31,INDIAN RIVER,201,GLENDALE ELEMENTARY SCHOOL,0,91,88,86,94,101,106,0,0,0,0,0,0,0,566
31,INDIAN RIVER,221,HIGHLANDS ELEMENTARY SCHOOL,0,72,69,77,91,77,68,0,0,0,0,0,0,0,454
31,INDIAN RIVER,271,OSLO MIDDLE SCHOOL,0,0,0,0,0,0,0,300,275,340,0,0,0,0,915
31,INDIAN RIVER,291,SEBASTIAN RIVER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,551,500,442,419,"1,912"
31,INDIAN RIVER,301,LIBERTY MAGNET SCHOOL,5,87,89,89,90,90,91,0,0,0,0,0,0,0,541
31,INDIAN RIVER,341,TREASURE COAST ELEMENTARY SCHO,0,100,108,107,113,109,100,0,0,0,0,0,0,0,637
31,INDIAN RIVER,371,STORM GROVE MIDDLE SCHOOL,0,0,0,0,0,0,0,227,309,285,0,0,0,0,821
31,INDIAN RIVER,5001,INDIAN RIVER CHARTER HIGH SCHL,0,0,0,0,0,0,0,0,0,0,161,187,153,131,632
31,INDIAN RIVER,5002,ST. PETER'S ACADEMY,0,34,34,22,19,21,16,4,0,0,0,0,0,0,150
31,INDIAN RIVER,5003,NORTH COUNTY CHARTER SCHOOL,0,27,31,32,20,17,19,0,0,0,0,0,0,0,146
31,INDIAN RIVER,5005,SEBASTIAN CHART JR HIGH SCHOOL,0,0,0,0,0,0,0,59,59,40,0,0,0,0,158
31,INDIAN RIVER,5006,IMAGINE SCHOOLS AT SOUTH VERO,0,99,115,90,92,96,110,82,61,0,0,0,0,0,745
31,INDIAN RIVER,7001,INDIAN RIVER VIRTUAL INSTRUCTI,0,0,1,1,2,1,4,0,1,1,2,1,1,2,17
31,INDIAN RIVER,9002,EXCEPTIONAL STUDENT EDUCATION,166,0,0,0,0,0,0,0,0,0,0,1,0,0,167
32,JACKSON,21,MARIANNA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,236,199,176,156,767
32,JACKSON,24,JACKSON COUNTY EARLY CHILDHOOD,182,0,0,0,0,0,0,0,0,0,0,0,0,0,182
32,JACKSON,31,FRANK M. GOLSON ELEM. SCHOOL,0,255,275,208,0,0,0,0,0,0,0,0,0,0,738
32,JACKSON,41,RIVERSIDE ELEMENTARY SCHOOL,0,0,0,0,219,218,247,0,0,0,0,0,0,0,684
32,JACKSON,61,MARIANNA MIDDLE SCHOOL,0,0,0,0,0,0,0,223,198,213,0,0,0,0,634
32,JACKSON,121,MALONE HIGH SCHOOL,18,47,51,38,47,28,32,40,51,34,27,37,38,36,524
32,JACKSON,141,SNEADS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,112,100,87,83,382
32,JACKSON,171,SNEADS ELEMENTARY SCHOOL,0,94,105,102,92,91,100,0,0,0,0,0,0,0,584
32,JACKSON,181,GRAND RIDGE SCHOOL,42,42,37,37,43,36,26,118,110,110,0,0,0,0,601
32,JACKSON,202,HOPE SCHOOL,13,9,6,3,4,6,7,6,9,4,7,5,11,14,104
32,JACKSON,212,JACKSON ALTERNATIVE SCHOOL,0,1,0,0,3,5,2,9,22,19,28,23,17,14,143
32,JACKSON,251,COTTONDALE HIGH SCHOOL,0,0,0,0,0,0,0,82,98,75,73,61,55,47,491
32,JACKSON,271,COTTONDALE ELEMENTARY SCHOOL,18,87,69,72,66,91,80,0,0,0,0,0,0,0,483
32,JACKSON,301,GRACEVILLE ELEMENTARY SCHOOL,36,58,53,71,53,58,55,0,0,0,0,0,0,0,384
32,JACKSON,491,GRACEVILLE HIGH SCHOOL,0,0,0,0,0,0,0,58,47,54,50,56,50,54,369
32,JACKSON,7001,JACKSON VIRTUAL SCHOOL,0,0,1,2,3,0,1,1,2,1,3,0,0,0,14
32,JACKSON,9003,DIST WIDE HOMEBOUND PROGRAM,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3
32,JACKSON,9020,THE DOVE(DEVELOP OPPORTUNITIES,0,0,0,0,0,0,0,0,3,7,31,18,10,5,74
33,JEFFERSON,21,JEFFERSON COUNTY MIDDLE/HIGH S,0,0,0,0,0,0,0,76,67,68,83,67,46,50,457
33,JEFFERSON,22,CARE CHARTER SCHOOL OF EXCELLE,0,3,5,5,4,6,10,0,0,0,0,0,0,0,33
33,JEFFERSON,111,JEFFERSON COUNTY ELEM. SCHOOL,82,101,91,63,78,73,93,0,0,0,0,0,0,0,581
33,JEFFERSON,7001,JEFFERSON VIRTUAL SCHOOL,0,0,0,1,2,1,0,1,0,1,0,0,0,0,6
33,JEFFERSON,7016,MONTICELLO NEW LIFE CENTER,0,0,0,0,0,0,0,0,0,1,10,8,3,0,22
33,JEFFERSON,8016,BABIES/TAP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,JEFFERSON,9005,JEFFERSON COUNTY ESE SCHOOL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,LAFAYETTE,21,LAFAYETTE HIGH SCHOOL,0,0,0,0,0,0,0,74,86,93,79,78,73,67,550
34,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,12,106,103,93,104,101,88,0,0,0,0,0,0,0,607
35,LAKE,31,BEVERLY SHORES ELEMENTARY SCHO,20,82,87,87,116,112,123,0,0,0,0,0,0,0,627
35,LAKE,41,CLERMONT ELEMENTARY SCHOOL,26,105,85,102,106,129,120,0,0,0,0,0,0,0,673
35,LAKE,61,EUSTIS ELEMENTARY SCHOOL,1,85,86,86,97,75,73,0,0,0,0,0,0,0,503
35,LAKE,67,SAWGRASS BAY ELEMENTARY SCHOOL,37,162,184,193,205,154,185,0,0,0,0,0,0,0,"1,120"
35,LAKE,68,GRASSY LAKE ELEMENTARY SCHOOL,0,158,166,171,187,162,170,0,0,0,0,0,0,0,"1,014"
35,LAKE,69,SORRENTO ELEMENTARY,19,102,106,105,115,123,110,0,0,0,0,0,0,0,680
35,LAKE,71,EUSTIS HEIGHTS ELEM. SCHOOL,40,98,93,92,104,88,82,0,0,0,0,0,0,0,597
35,LAKE,80,EAST RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,338,377,356,0,0,0,0,"1,071"
35,LAKE,81,EUSTIS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,365,317,320,275,"1,277"
35,LAKE,101,FRUITLAND PARK ELEM. SCHOOL,0,105,94,98,101,109,104,0,0,0,0,0,0,0,611
35,LAKE,113,GRAY MIDDLE SCHOOL,0,0,0,0,0,0,0,338,323,336,0,0,0,0,997
35,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,18,121,116,135,126,122,123,0,0,0,0,0,0,0,761
35,LAKE,141,SEMINOLE SPRINGS ELEM. SCHOOL,31,100,89,109,106,110,122,0,0,0,0,0,0,0,667
35,LAKE,149,ROUND LAKE ELEMENTARY SCHOOL,35,143,136,140,114,116,104,0,0,0,0,0,0,0,788
35,LAKE,161,LEESBURG HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,491,449,360,380,"1,680"
35,LAKE,181,MT. DORA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,300,302,244,226,"1,072"
35,LAKE,211,TAVARES HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,351,346,327,296,"1,320"
35,LAKE,213,TAVARES MIDDLE SCHOOL,0,0,0,0,0,0,0,353,329,331,0,0,0,0,"1,013"
35,LAKE,231,UMATILLA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,229,223,222,207,881
35,LAKE,241,TREADWAY ELEMENTARY SCHOOL,18,130,158,148,151,174,143,0,0,0,0,0,0,0,922
35,LAKE,251,OAK PARK MIDDLE SCHOOL,0,0,0,0,0,0,0,189,202,176,0,0,0,0,567
35,LAKE,261,MINNEOLA ELEMENTARY SCHOOL,39,123,158,145,159,160,182,0,0,0,0,0,0,0,966
35,LAKE,271,ASTATULA ELEMENTARY SCHOOL,22,108,92,90,122,119,111,0,0,0,0,0,0,0,664
35,LAKE,281,LOST LAKE ELEMENTARY SCHOOL,30,142,188,172,198,195,198,0,0,0,0,0,0,0,"1,123"
35,LAKE,291,LEESBURG ELEMENTARY SCHOOL,1,134,159,124,179,152,159,0,0,0,0,0,0,0,908
35,LAKE,351,CARVER MIDDLE SCHOOL,0,0,0,0,0,0,0,291,300,271,0,0,0,0,862
35,LAKE,382,GROVELAND ELEMENTARY SCHOOL,46,115,139,142,152,131,106,0,0,0,0,0,0,0,831
35,LAKE,401,CLERMONT MIDDLE SCHOOL,0,0,0,0,0,0,0,229,230,219,0,0,0,0,678
35,LAKE,411,MT. DORA MIDDLE SCHOOL,0,0,0,0,0,0,0,278,263,230,0,0,0,0,771
35,LAKE,421,RIMES EARLY LEARN & LITERACY,111,90,53,45,47,0,2,0,0,0,0,0,0,0,348
35,LAKE,481,WINDY HILL MIDDLE SCHOOL,0,0,0,0,0,0,0,385,368,381,0,0,0,0,"1,134"
35,LAKE,521,TRIANGLE ELEMENTARY SCHOOL,28,117,118,94,95,102,77,0,0,0,0,0,0,0,631
35,LAKE,533,LAKE HILLS SCHOOL,5,11,10,13,13,8,12,10,23,11,8,11,7,40,182
35,LAKE,536,LAKE ACADEMY EUSTIS,0,0,1,1,11,3,4,6,21,11,4,1,7,1,71
35,LAKE,541,MASCOTTE ELEMENTARY SCHOOL,36,130,119,139,121,121,121,0,0,0,0,0,0,0,787
35,LAKE,551,TAVARES ELEMENTARY SCHOOL,48,132,122,128,131,122,113,0,0,0,0,0,0,0,796
35,LAKE,561,UMATILLA ELEMENTARY SCHOOL,30,96,118,120,98,128,109,0,0,0,0,0,0,0,699
35,LAKE,571,UMATILLA MIDDLE SCHOOL,0,0,0,0,0,0,0,203,216,253,0,0,0,0,672
35,LAKE,591,PINE RIDGE ELEMENTARY SCHOOL,31,122,130,126,140,133,124,0,0,0,0,0,0,0,806
35,LAKE,597,CYPRESS RIDGE ELEM. SCHOOL,6,90,90,102,91,110,109,0,0,0,0,0,0,0,598
35,LAKE,631,SPRING CREEK ELEMENTARY SCHOOL,18,80,77,93,92,83,84,33,0,0,0,0,0,0,560
35,LAKE,697,EUSTIS MIDDLE SCHOOL,0,0,0,0,0,0,0,310,328,372,0,0,0,0,"1,010"
35,LAKE,701,SOUTH LAKE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,590,588,504,475,"2,157"
35,LAKE,801,EAST RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,858,783,753,683,"3,077"
35,LAKE,7001,LAKE VIRTUAL INSTRUCTION PROGR,0,2,6,5,12,16,9,9,10,9,11,10,7,3,109
35,LAKE,9004,NONSCHOOL EXCEPTIONAL ED.,8,2,1,0,0,0,0,0,0,0,0,1,0,9,21
35,LAKE,9010,LAKE ACADEMY LEESBURG,0,0,1,4,3,7,4,8,15,11,11,6,1,4,75
35,LAKE,9013,LAKE COUNTY ACER PROGRAM,0,0,0,0,0,0,0,0,0,0,5,6,3,3,17
35,LAKE,9014,NON SCHOOL PK,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58
35,LAKE,9018,ALEE ACADEMY CHARTER SCHOOL,0,0,0,0,0,0,0,0,0,0,58,81,63,57,259
35,LAKE,9020,HUMANITIES AND FINE ARTS CHART,0,42,29,28,0,0,0,0,0,0,0,0,0,0,99
35,LAKE,9022,ALTERNATIVE EDUCATIONAL DEVELO,0,0,0,0,0,0,0,0,0,0,10,5,1,4,20
35,LAKE,9028,ALTOONA SCHOOL,0,48,27,35,31,24,23,0,0,0,0,0,0,0,188
35,LAKE,9029,MILESTONES COMMUNITY SCHOOL,0,18,17,15,21,33,18,29,31,18,0,0,0,0,200
35,LAKE,9031,IMAGINE SCHOOLS AT SOUTH LAKE,0,109,110,100,96,122,93,120,79,63,0,0,0,0,892
36,LEE,81,ALLEN PARK ELEMENTARY SCHOOL,52,131,123,150,160,164,148,0,0,0,0,0,0,0,928
36,LEE,91,ALVA MIDDLE SCHOOL,0,0,0,0,0,0,0,160,187,177,0,0,0,0,524
36,LEE,92,ALVA ELEMENTARY SCHOOL,16,54,53,52,74,65,66,0,0,0,0,0,0,0,380
36,LEE,93,RIVER HALL ELEMENTARY SCHOOL,16,154,158,158,154,135,140,0,0,0,0,0,0,0,915
36,LEE,121,BONITA SPRINGS ELEMENTARY SCH0,65,53,58,62,69,66,64,0,0,0,0,0,0,0,437
36,LEE,131,CAPE ELEMENTARY SCHOOL,12,111,109,106,145,113,131,0,0,0,0,0,0,0,727
36,LEE,133,CHALLENGER MIDDLE SCHOOL,0,0,0,0,0,0,0,360,357,379,0,0,0,0,"1,096"
36,LEE,141,CYPRESS LAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,259,224,243,0,0,0,0,726
36,LEE,152,LEE ADOLESCENT MOTHER'S PROG.,0,0,0,0,0,0,0,0,2,5,11,14,20,21,73
36,LEE,161,PAUL LAURENCE DUNBAR MIDDLE SC,0,0,0,0,0,0,0,270,269,271,0,0,0,0,810
36,LEE,162,RAY V POTTORF ELEMENTARY SCHOO,10,142,104,102,112,88,92,0,0,0,0,0,0,0,650
36,LEE,181,EDGEWOOD ACADEMY,60,72,82,72,65,66,40,0,0,0,0,0,0,0,457
36,LEE,191,EDISON PARK CREATIVE AND EXPRE,0,54,54,53,62,72,74,0,0,0,0,0,0,0,369
36,LEE,201,FT. MYERS BEACH ELEM. SCHOOL,0,15,18,26,18,21,23,0,0,0,0,0,0,0,121
36,LEE,211,FORT MYERS MIDDLE ACADEMY,0,0,0,0,0,0,0,222,215,178,0,0,0,0,615
36,LEE,221,FORT MYERS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,493,499,419,442,"1,853"
36,LEE,231,HARNS MARSH ELEMENTARY SCHOOL,50,131,151,143,154,156,137,0,0,0,0,0,0,0,922
36,LEE,241,LEHIGH SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,381,394,365,335,"1,475"
36,LEE,242,VARSITY LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,326,336,338,0,0,0,0,"1,000"
36,LEE,251,FRANKLIN PARK SCHOOL,41,89,89,78,70,56,61,0,0,0,0,0,0,0,484
36,LEE,261,J. COLIN ENGLISH ELEM. SCHOOL,26,72,45,51,53,41,44,0,0,0,0,0,0,0,332
36,LEE,291,G WEAVER HIPPS,25,107,107,106,110,90,68,0,0,0,0,0,0,0,613
36,LEE,301,LEHIGH ELEMENTARY SCHOOL,51,126,127,129,140,143,142,0,0,0,0,0,0,0,858
36,LEE,311,NORTH FORT MYERS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,434,385,374,388,"1,581"
36,LEE,321,ORANGE RIVER ELEMENTARY SCHOOL,46,131,129,129,128,133,116,0,0,0,0,0,0,0,812
36,LEE,331,ORANGEWOOD ELEMENTARY SCHOOL,36,79,79,101,97,115,109,0,0,0,0,0,0,0,616
36,LEE,341,PINE ISLAND ELEMENTARY SCHOOL,0,36,48,48,57,44,48,0,0,0,0,0,0,0,281
36,LEE,351,LEXINGTON MIDDLE SCHOOL,0,0,0,0,0,0,0,302,316,304,0,0,0,0,922
36,LEE,361,THE SANIBEL SCHOOL,2,26,39,44,35,47,36,35,36,44,0,0,0,0,344
36,LEE,371,MIRROR LAKES ELEMENTARY SCHOOL,62,152,149,154,168,134,159,0,0,0,0,0,0,0,978
36,LEE,381,TICE ELEMENTARY SCHOOL,46,75,71,74,68,69,71,0,0,0,0,0,0,0,474
36,LEE,382,OAK HAMMOCK MIDDLE SCHOOL,0,0,0,0,0,0,0,419,390,412,0,0,0,0,"1,221"
36,LEE,391,TROPIC ISLES ELEMENTARY SCHOOL,63,144,135,157,146,128,144,0,0,0,0,0,0,0,917
36,LEE,401,VILLAS ELEMENTARY SCHOOL,48,136,120,110,117,123,113,0,0,0,0,0,0,0,767
36,LEE,421,HEIGHTS ELEMENTARY SCHOOL,15,199,182,151,165,114,131,0,0,0,0,0,0,0,957
36,LEE,431,PINEWOODS ELEMENTARY SCHOOL,50,145,125,139,131,158,138,0,0,0,0,0,0,0,886
36,LEE,461,PATRIOT ELEMENTARY SCHOOL,20,99,95,129,138,117,116,0,0,0,0,0,0,0,714
36,LEE,471,TREELINE ELEMENTARY SCHOOL,36,150,148,149,168,114,119,0,0,0,0,0,0,0,884
36,LEE,491,ISLAND COAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,377,443,407,400,"1,627"
36,LEE,511,SOUTH FORT MYERS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,471,488,367,382,"1,708"
36,LEE,521,BAYSHORE ELEMENTARY SCHOOL,0,108,90,92,94,111,92,0,0,0,0,0,0,0,587
36,LEE,531,CYPRESS LAKE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,369,425,348,412,"1,554"
36,LEE,541,LEE COUNTY HIGH TECH CENTER CE,0,0,0,0,0,0,0,0,0,0,0,1,2,73,76
36,LEE,551,LEE COUNTY ALC CENTRAL-HIGH,0,0,0,0,0,0,0,0,0,0,31,58,48,22,159
36,LEE,552,LEE COUNTY ALC CENTRAL MIDDLE,0,0,0,0,0,0,0,7,45,69,0,0,0,0,121
36,LEE,561,TANGLEWOOD ELEMENTARY,28,110,105,111,128,112,112,0,0,0,0,0,0,1,707
36,LEE,571,CALOOSA ELEMENTARY SCHOOL,42,135,128,144,149,164,162,0,0,0,0,0,0,0,924
36,LEE,572,CALOOSA MIDDLE SCHOOL,0,0,0,0,0,0,0,284,295,321,0,0,0,0,900
36,LEE,581,LEE COUNTY HIGH TECH CENTER NO,0,0,0,0,0,0,0,0,0,0,0,1,3,28,32
36,LEE,591,RIVERDALE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,455,443,387,349,"1,634"
36,LEE,592,JAMES STEPHENS ACADEMY,16,67,54,66,73,67,62,176,148,165,0,0,0,0,894
36,LEE,601,N. FT. MYERS ACADEMY FOR ARTS,27,72,88,73,99,91,102,173,150,143,0,0,0,0,"1,018"
36,LEE,611,BONITA SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,199,217,218,0,0,0,0,634
36,LEE,621,CAPE CORAL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,384,399,407,396,"1,586"
36,LEE,631,SAN CARLOS PARK ELEMENTARY SCH,14,155,143,149,147,122,120,0,0,0,0,0,0,0,850
36,LEE,641,PELICAN ELEMENTARY SCHOOL,52,144,144,178,152,170,153,0,0,0,0,0,0,0,993
36,LEE,651,ROYAL PALM EXCEPTIONAL SCHOOL,11,6,5,9,7,8,9,11,24,14,13,14,20,5,156
36,LEE,653,PACE SCHOOL FOR GIRLS,0,0,0,0,0,0,0,1,3,14,1,9,4,1,33
36,LEE,661,SOUTHWEST FL JUVENILE DET CTR,0,0,0,0,0,0,0,2,3,5,15,8,8,6,47
36,LEE,662,PRICE HALFWAY HOUSE FOR GIRLS,0,0,0,0,0,0,0,2,3,3,7,9,2,2,28
36,LEE,663,SOUTHWEST FL. MARINE INSTITUTE,0,0,0,0,0,0,0,2,5,11,9,14,4,2,47
36,LEE,667,LEE COUNTY JAIL,0,0,0,0,0,0,0,0,0,0,2,9,9,18,38
36,LEE,671,GULF MIDDLE SCHOOL,0,0,0,0,0,0,0,270,271,279,0,0,0,0,820
36,LEE,672,GULF ELEMENTARY SCHOOL,0,181,185,189,190,200,210,0,0,0,0,0,0,0,"1,155"
36,LEE,681,SPRING CREEK ELEMENTARY SCHOOL,26,115,109,91,127,120,118,0,0,0,0,0,0,0,706
36,LEE,682,SW FL ADDICTION SERVICES-THE V,0,0,0,0,0,0,0,0,0,2,1,7,8,0,18
36,LEE,691,LEHIGH ACRES MIDDLE SCHOOL,0,0,0,0,0,0,0,380,328,324,0,0,0,0,"1,032"
36,LEE,701,BUCKINGHAM EXCEP. STUDENT CTR,9,0,3,5,3,7,8,4,7,21,5,4,4,30,110
36,LEE,711,SUNSHINE ELEMENTARY SCHOOL,53,165,162,186,189,195,183,0,0,0,0,0,0,0,"1,133"
36,LEE,712,HECTOR A. CAFFERATA JR ELEMENT,0,131,121,126,114,117,135,0,0,0,0,0,0,0,744
36,LEE,721,MARINER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,346,366,360,352,"1,424"
36,LEE,722,MARINER MIDDLE SCHOOL,0,0,0,0,0,0,0,287,266,334,0,0,0,0,887
36,LEE,731,ESTERO HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,410,413,331,344,"1,498"
36,LEE,734,RAYMA C PAGE ELEMENTARY SCHOOL,15,126,128,123,130,112,110,0,0,0,0,0,0,0,744
36,LEE,741,THREE OAKS ELEMENTARY SCHOOL,43,144,127,108,119,132,116,0,0,0,0,0,0,0,789
36,LEE,745,EAST LEE COUNTY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,424,399,390,363,"1,576"
36,LEE,751,SKYLINE ELEMENTARY SCHOOL,42,111,125,129,151,147,159,0,0,0,0,0,0,0,864
36,LEE,752,ALC WEST 6-12,0,0,0,0,0,0,0,7,19,21,10,24,17,23,121
36,LEE,761,TRAFALGAR MIDDLE SCHOOL,0,0,0,0,0,0,0,281,273,289,0,0,0,0,843
36,LEE,762,TRAFALGAR ELEMENTARY SCHOOL,16,130,124,144,142,152,128,0,0,0,0,0,0,0,836
36,LEE,763,MANATEE ELEMENTARY SCHOOL,27,164,152,147,149,133,145,0,0,0,0,0,0,0,917
36,LEE,771,DIPLOMAT ELEMENTARY SCHOOL,1,153,146,147,149,156,142,0,0,0,0,0,0,0,894
36,LEE,772,DIPLOMAT MIDDLE SCHOOL,0,0,0,0,0,0,0,269,278,294,0,0,0,0,841
36,LEE,781,COLONIAL ELEMENTARY SCHOOL,90,130,127,113,113,98,92,0,0,0,0,0,0,0,763
36,LEE,791,DR CARRIE D. ROBINSON LITTLETO,30,75,70,86,94,79,92,0,0,0,0,0,0,0,526
36,LEE,801,HANCOCK CREEK ELEMENTARY SCHL,24,147,127,145,152,144,140,0,0,0,0,0,0,0,879
36,LEE,811,GATEWAY ELEMENTARY SCHOOL,7,115,92,95,97,137,135,0,0,0,0,0,0,0,678
36,LEE,821,THREE OAKS MIDDLE SCHOOL,0,0,0,0,0,0,0,294,264,267,0,0,0,0,825
36,LEE,831,DUNBAR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,245,242,217,176,880
36,LEE,851,VETERANS PARK ACADEMY FOR THE,29,132,130,128,132,136,150,214,200,199,0,0,0,0,"1,450"
36,LEE,861,IDA S. BAKER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,428,440,438,435,"1,741"
36,LEE,4100,THE ISLAND SCHOOL,0,10,8,5,9,9,2,0,0,0,0,0,0,0,43
36,LEE,4101,RICHARD MILBURN ACADEMY,14,0,0,0,0,0,0,0,0,0,7,14,50,175,260
36,LEE,4102,BONITA SPRINGS CHARTER SCHOOL,0,148,178,169,172,136,121,135,134,118,0,0,0,0,"1,311"
36,LEE,4103,GATEWAY CHARTER ELEMENTARY SCH,0,201,201,230,206,199,0,0,0,0,0,0,0,0,"1,037"
36,LEE,4111,CAPE CORAL CHARTER SCHOOL,43,107,82,75,63,61,62,53,45,36,0,0,0,0,627
36,LEE,4121,GATEWAY CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,219,258,203,218,898
36,LEE,4131,LEE CHARTER ACADEMY,0,21,25,20,34,21,20,23,24,13,0,0,0,0,201
36,LEE,4141,SIX MILE CHARTER ACADEMY,51,146,140,133,132,126,117,110,102,91,0,0,0,0,"1,148"
36,LEE,4143,OASIS ELEMENTARY SCHOOL K-5,0,120,112,109,111,132,154,0,0,0,0,0,0,0,738
36,LEE,4151,CHRISTA MCAULLIFFE ELEMENTARY,79,123,107,111,91,109,86,0,0,0,0,0,0,0,706
36,LEE,4154,LIFE INSTITUTE FOR EDUCATION A,0,0,0,0,0,0,0,3,2,3,1,2,5,24,40
36,LEE,4155,EDISON COLLEGIATE HIGH,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100
36,LEE,4171,OASIS MIDDLE,0,0,0,0,0,0,0,240,239,231,0,0,0,0,710
36,LEE,4181,OASIS CHARTER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,170,113,61,27,371
36,LEE,4212,LIFE SKILLS CENTER,0,0,0,0,0,0,0,0,0,0,12,22,55,136,225
36,LEE,4235,LEE ALTERNATIVE CHARTER HIGH S,0,0,0,0,0,0,0,0,0,0,7,37,37,147,228
36,LEE,4241,FORT MYERS PREPARATORY AND FIT,0,24,27,18,19,31,15,12,7,0,0,0,0,0,153
36,LEE,4242,NORTH NICHOLAS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,10,29,72,147,258
36,LEE,4251,CORONADO HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,3,6,40,293,342
36,LEE,4261,GATEWAY INTERMEDIATE CHARTER S,0,0,0,0,0,0,225,277,278,275,0,0,0,0,"1,055"
36,LEE,4281,BONITA SPRINGS PREP AND FITNES,0,36,30,26,31,24,20,22,0,0,0,0,0,0,189
36,LEE,7001,LEE COUNTY VIRTUAL SCHOOL,0,0,5,7,9,8,11,3,11,2,0,0,0,0,56
36,LEE,7004,LEE COUNTY VIRTUAL FRANCHISE,0,0,0,0,0,0,0,9,7,13,24,12,21,29,115
36,LEE,9123,EARLY CHILDHOOD LEARNING SERVI,299,0,0,0,0,0,0,0,0,0,0,0,0,0,299
36,LEE,9450,CO-WIDE EXCEPT CHILD PROGRAMS,21,6,5,1,1,5,1,3,2,9,6,5,11,13,89
37,LEON,21,LEON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,567,477,476,335,"1,855"
37,LEON,31,KATE SULLIVAN ELEM. SCHOOL,16,122,129,130,137,178,114,0,0,0,0,0,0,0,826
37,LEON,32,ELIZABETH COBB MIDDLE SCHOOL,0,0,0,0,0,0,0,279,289,258,0,0,0,0,826
37,LEON,41,FRANK HARTSFIELD ELEM. SCHOOL,47,65,88,81,77,66,73,0,0,0,0,0,0,0,497
37,LEON,51,JAMES RICKARDS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,437,287,269,234,"1,227"
37,LEON,71,SABAL PALM ELEMENTARY SCHOOL,30,94,94,72,113,80,80,0,0,0,0,0,0,0,563
37,LEON,91,RUEDIGER ELEMENTARY SCHOOL,34,88,96,73,96,88,91,0,0,0,0,0,0,0,566
37,LEON,92,RAA MIDDLE SCHOOL,0,0,0,0,0,0,0,302,267,331,0,0,0,0,900
37,LEON,131,WOODVILLE ELEMENTARY SCHOOL,39,72,67,72,71,64,57,0,0,0,0,0,0,0,442
37,LEON,161,AMOS P. GODBY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,356,276,303,197,"1,132"
37,LEON,171,OAK RIDGE ELEMENTARY SCHOOL,44,74,106,71,97,80,83,0,0,0,0,0,0,0,555
