"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
51,PASCO,341,SCHRADER ELEMENTARY SCHOOL,18,92,88,79,110,95,121,0,0,0,0,0,0,0,603
51,PASCO,342,BAYONET POINT MIDDLE SCHOOL,0,0,0,0,0,0,0,302,348,306,0,0,0,0,956
51,PASCO,351,FOX HOLLOW ELEMENTARY SCHOOL,77,90,76,103,118,88,109,0,0,0,0,0,0,0,661
51,PASCO,361,QUAIL HOLLOW ELEMENTARY SCHOOL,22,56,57,72,60,71,62,0,0,0,0,0,0,0,400
51,PASCO,401,CENTENNIAL ELEMENTARY SCHOOL,29,94,114,109,114,108,108,0,0,0,0,0,0,0,676
51,PASCO,411,SEVEN SPRINGS ELEMENTARY SCHOO,8,91,84,87,83,115,104,0,0,0,0,0,0,0,572
51,PASCO,421,DEER PARK ELEMENTARY SCHOOL,20,107,103,109,113,121,110,0,0,0,0,0,0,0,683
51,PASCO,451,DR. MARY GIELLA ELEMENTARY SCH,0,95,86,103,116,110,118,0,0,0,0,0,0,0,628
51,PASCO,461,THOMAS E. WEIGHTMAN MIDDLE SCH,0,0,0,0,0,0,0,371,339,347,3,0,0,0,"1,060"
51,PASCO,471,RIVER RIDGE HIGH SCHOOL,0,0,0,0,0,0,0,1,2,5,577,503,471,393,"1,952"
51,PASCO,472,RIVER RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,369,385,375,0,0,0,0,"1,129"
51,PASCO,501,NORTHWEST ELEMENTARY SCHOOL,47,105,115,97,116,107,109,2,0,0,0,0,0,0,698
51,PASCO,521,HUDSON HIGH SCHOOL,0,0,0,0,0,0,0,3,4,1,536,429,357,315,"1,645"
51,PASCO,601,SHADY HILLS ELEMENTARY SCHOOL,68,67,67,73,91,86,98,0,0,0,0,0,0,0,550
51,PASCO,701,CYPRESS ELEMENTARY SCHOOL,20,118,122,119,162,163,131,0,0,0,0,0,0,0,835
51,PASCO,801,LAND O' LAKES HIGH SCHOOL,0,0,0,0,0,0,0,0,2,0,449,385,362,335,"1,533"
51,PASCO,901,ANCLOTE ELEMENTARY SCHOOL,37,95,97,89,114,85,97,0,0,0,0,0,0,0,614
51,PASCO,902,PINE VIEW ELEMENTARY SCHOOL,1,114,126,96,131,143,133,0,0,0,0,0,0,0,744
51,PASCO,911,GULFSIDE ELEMENTARY SCHOOL,33,100,91,80,94,84,97,0,0,0,0,0,0,0,579
51,PASCO,921,PINE VIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,240,309,334,0,0,0,0,883
51,PASCO,931,RIDGEWOOD HIGH SCHOOL,0,0,0,0,0,0,0,0,1,1,680,461,447,315,"1,905"
51,PASCO,932,CALUSA ELEMENTARY SCHOOL,0,84,96,102,103,88,103,0,0,0,0,0,0,0,576
51,PASCO,941,MOON LAKE ELEMENTARY SCHOOL,41,113,91,109,123,119,101,0,0,0,0,0,0,0,697
51,PASCO,951,HUDSON MIDDLE SCHOOL,0,0,0,0,0,0,0,293,278,295,0,0,0,0,866
51,PASCO,961,LAKE MYRTLE ELEMENTARY SCHOOL,32,131,130,130,165,109,145,1,0,0,0,0,0,0,843
51,PASCO,991,MARCHMAN TECHNICAL EDUCATION C,23,0,0,0,0,0,0,0,0,0,5,7,8,91,134
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,0,116,99,122,120,122,128,0,0,0,0,0,0,0,707
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHL,14,70,75,102,113,98,115,0,0,0,0,0,0,0,587
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,41,162,177,164,167,164,129,0,0,0,0,0,0,0,"1,004"
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,28,143,169,137,132,164,158,0,0,0,0,0,0,0,931
51,PASCO,4081,PASCO GIRLS ACADEMY,0,0,0,0,0,0,0,0,2,4,12,7,7,0,32
51,PASCO,4301,DAYSPRING ACADEMY,0,54,59,45,46,46,47,61,54,48,0,0,0,0,460
51,PASCO,4302,ACADEMY AT THE FARM,0,41,37,40,41,45,46,48,44,36,0,0,0,0,378
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,0,0,45,43,43,40,20,12,0,0,0,0,0,0,203
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUN,0,47,33,44,34,28,34,25,14,20,0,0,0,0,279
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKE,0,95,94,72,70,45,58,57,36,0,0,0,0,0,527
51,PASCO,5242,PACE CENTER FOR GIRLS,0,0,0,0,0,0,0,0,2,7,9,11,11,0,40
51,PASCO,5881,SHERIFF'S DETENTION CENTER,0,0,0,0,0,0,0,0,0,0,5,3,1,0,9
51,PASCO,6081,SAN ANTONIO BOYS VILLAGE - HRS,0,0,0,0,0,0,0,0,2,0,5,4,0,2,13
51,PASCO,6242,MANDALA TREATMENT CENTER,0,0,0,0,0,0,0,0,0,2,10,8,3,1,24
51,PASCO,7001,PASCO VIRTUAL INSTRUCTION PROG,0,1,5,11,11,7,9,0,0,0,0,0,0,0,44
51,PASCO,7004,PASCO ESCHOOL,0,0,0,0,0,0,0,3,8,3,10,7,3,1,35
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,0,0,0,0,0,0,0,0,5,37,11,9,4,0,66
51,PASCO,7081,JUVENILE DETENTION CENTER,0,0,0,0,0,0,0,1,1,3,12,8,1,0,26
51,PASCO,7242,AMI KIDS PASCO,0,0,0,0,0,0,0,0,1,8,26,7,4,3,49
52,PINELLAS,51,ANONA ELEMENTARY SCHOOL,4,64,85,68,76,70,71,0,0,0,0,0,0,0,438
52,PINELLAS,111,AZALEA ELEMENTARY SCHOOL,28,91,105,116,121,95,81,0,0,0,0,0,0,0,637
52,PINELLAS,121,AZALEA MIDDLE SCHOOL,0,0,0,0,0,0,0,356,325,445,0,0,0,0,"1,126"
52,PINELLAS,131,BARDMOOR ELEMENTARY SCHOOL,28,96,104,78,92,85,87,0,0,0,0,0,0,0,570
52,PINELLAS,141,LARGO MIDDLE SCHOOL,0,0,0,0,0,0,0,322,327,409,0,0,0,0,"1,058"
52,PINELLAS,151,BAUDER ELEMENTARY SCHOOL,30,120,123,124,123,140,144,0,0,0,0,0,0,0,804
52,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL,0,108,112,106,114,114,113,0,0,0,0,0,0,0,667
52,PINELLAS,171,BAY POINT MIDDLE SCHOOL,0,0,0,0,0,0,0,447,407,381,0,0,0,0,"1,235"
52,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM.,0,107,108,106,105,106,109,0,0,0,0,0,0,0,641
52,PINELLAS,251,BAYSIDE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,47,40,180,63,330
52,PINELLAS,271,BEAR CREEK ELEMENTARY SCHOOL,31,59,76,65,95,75,84,0,0,0,0,0,0,0,485
52,PINELLAS,321,BELCHER ELEMENTARY SCHOOL,6,113,113,108,121,111,96,0,0,0,0,0,0,0,668
52,PINELLAS,371,BELLEAIR ELEMENTARY SCHOOL,8,115,110,118,96,98,73,0,0,0,0,0,0,0,618
52,PINELLAS,391,BLANTON ELEMENTARY SCHOOL,30,90,91,93,93,78,77,0,0,0,0,0,0,0,552
52,PINELLAS,431,BOCA CIEGA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,451,394,498,340,"1,683"
52,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHL,0,77,108,91,114,118,112,0,0,0,0,0,0,0,620
52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHL,30,98,115,88,130,96,89,0,0,0,0,0,0,0,646
52,PINELLAS,521,ESE COUNTYWIDE,124,2,0,0,0,0,0,1,0,0,0,2,0,3,132
52,PINELLAS,531,JOSEPH L. CARWISE MIDDLE SCHOO,0,0,0,0,0,0,0,407,455,432,0,0,0,0,"1,294"
52,PINELLAS,681,PAUL B. STEPHENS ESE CENTER,3,3,3,12,11,13,11,6,15,19,10,20,15,72,213
52,PINELLAS,711,CLEARWATER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,516,535,628,370,"2,049"
52,PINELLAS,731,CLEARWATER FUNDAMENTAL MIDDLE,0,0,0,0,0,0,0,289,294,246,0,0,0,0,829
52,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,29,0,0,0,0,0,0,0,0,0,566,554,655,523,"2,327"
52,PINELLAS,811,CROSS BAYOU ELEMENTARY SCHOOL,32,93,90,102,106,79,86,0,0,0,0,0,0,0,588
52,PINELLAS,851,CURLEW CREEK ELEMENTARY SCHOOL,32,110,97,89,102,94,89,0,0,0,0,0,0,0,613
52,PINELLAS,981,HAMILTON DISSTON SCHOOL,0,1,0,2,4,2,6,7,17,13,17,17,20,12,118
52,PINELLAS,991,LEILA DAVIS ELEMENTARY SCHOOL,32,116,109,123,126,128,123,0,0,0,0,0,0,0,757
52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,463,451,562,294,"1,770"
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,34,107,127,120,122,125,120,0,0,0,0,0,0,0,755
52,PINELLAS,1081,DUNEDIN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,395,408,535,345,"1,683"
52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL,0,0,0,0,0,0,0,437,419,400,0,0,0,0,"1,256"
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,30,121,120,115,114,113,105,0,0,0,0,0,0,0,718
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,7,107,96,88,105,90,75,0,0,0,0,0,0,0,568
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,39,115,113,116,119,108,114,0,0,0,0,0,0,0,724
52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL,0,0,0,0,0,0,0,531,421,377,0,0,0,0,"1,329"
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,27,113,108,104,107,120,122,0,0,0,0,0,0,0,701
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,51,109,109,118,111,116,115,0,0,0,0,0,0,0,729
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,33,126,93,97,92,93,91,0,0,0,0,0,0,0,625
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,29,96,110,94,94,114,105,0,0,0,0,0,0,0,642
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,29,98,98,93,97,92,97,0,0,0,0,0,0,0,604
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,26,117,117,119,118,110,153,0,0,0,0,0,0,0,760
52,PINELLAS,1531,GIBBS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,452,427,498,443,"1,820"
52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,29,105,110,105,108,107,85,0,0,0,0,0,0,0,649
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL,0,91,94,108,118,127,114,0,0,0,0,0,0,0,652
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,0,0,0,6,6,12,10,12,12,14,11,6,21,4,114
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,1,99,113,112,117,94,88,0,0,0,0,0,0,0,624
52,PINELLAS,1821,DOUG JAMERSON ELEMENTARY SCHL,26,89,93,82,106,81,90,0,0,0,0,0,0,0,567
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM.,0,54,53,53,54,59,65,0,0,0,0,0,0,0,338
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,26,107,94,82,87,94,90,0,0,0,0,0,0,0,580
52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,418,343,433,264,"1,458"
52,PINELLAS,2081,LARGO HIGH SCHOOL,8,0,0,0,0,0,0,0,0,0,469,492,542,391,"1,902"
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHO,0,75,76,74,90,64,61,0,0,0,0,0,0,0,440
52,PINELLAS,2151,LEALMAN INTERMEDIATE,0,0,0,0,0,0,51,104,104,142,0,0,0,0,401
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL SCHO,0,52,63,53,61,65,87,331,310,313,0,0,0,0,"1,335"
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,39,136,117,113,124,116,108,0,0,0,0,0,0,0,753
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,32,121,130,136,141,122,152,0,0,0,0,0,0,0,834
52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL,0,0,0,0,0,0,0,367,405,400,0,0,0,0,"1,172"
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,0,60,76,65,76,59,59,0,0,0,0,0,0,0,395
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,28,119,110,115,115,131,140,0,0,0,0,0,0,0,758
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,0,0,0,0,0,19,19,19,17,11,0,0,0,0,85
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,0,73,87,90,93,83,72,0,0,0,0,0,0,0,498
52,PINELLAS,2581,NINA HARRIS ESE CENTER,13,4,7,7,7,7,9,11,14,17,19,17,11,87,230
52,PINELLAS,2641,NORTHEAST HIGH SCHOOL,10,0,0,0,0,0,0,0,0,0,483,490,565,465,"2,013"
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,0,73,80,77,78,76,73,0,0,0,0,0,0,0,457
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,2,94,112,103,110,119,100,0,0,0,0,0,0,0,640
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL,0,0,0,0,0,0,0,1,11,24,16,23,31,11,117
52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL,0,0,0,0,0,0,0,420,452,392,0,0,0,0,"1,264"
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,20,124,131,112,136,124,136,0,0,0,0,0,0,0,783
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,0,92,83,86,95,96,96,0,0,0,0,0,0,0,548
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,0,70,53,63,81,59,89,0,0,0,0,0,0,0,415
52,PINELLAS,3031,OSCEOLA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,462,445,418,293,"1,618"
52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL,0,0,0,0,0,0,0,352,437,447,0,0,0,0,"1,236"
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,13,114,120,117,147,134,145,0,0,0,0,0,0,0,790
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,0,89,89,90,90,88,88,0,0,0,0,0,0,0,534
52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL,0,0,0,0,0,0,0,468,458,462,0,0,0,0,"1,388"
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,0,0,1,0,2,6,11,9,10,10,16,13,18,10,106
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM.,0,72,72,72,72,88,88,0,0,0,0,0,0,0,464
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,0,0,0,0,0,0,52,75,99,144,0,0,0,0,370
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,24,98,112,98,95,107,88,0,0,0,0,0,0,0,622
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL,0,113,119,110,108,114,102,0,0,0,0,0,0,0,666
52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL,0,0,0,0,0,0,0,348,345,341,0,0,0,0,"1,034"
52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,611,533,569,394,"2,107"
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,26,130,135,146,140,140,141,0,0,0,0,0,0,0,858
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOO,25,116,118,129,118,123,110,0,0,0,0,0,0,0,739
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,0,65,117,127,154,147,147,0,0,0,0,0,0,0,757
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOO,0,111,114,114,118,123,101,0,0,0,0,0,0,0,681
52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL,0,0,0,0,0,0,0,458,462,472,0,0,0,0,"1,392"
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,34,152,109,130,113,105,102,0,0,0,0,0,0,0,745
52,PINELLAS,3761,JAMES B. SANDERLIN ELEM.,0,68,93,72,87,73,70,0,0,0,0,0,0,0,463
52,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,646,528,552,476,"2,202"
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,21,84,69,70,68,82,71,0,0,0,0,0,0,0,465
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,26,83,107,103,113,81,74,0,0,0,0,0,0,0,587
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,0,111,114,117,101,87,113,0,0,0,0,0,0,0,643
52,PINELLAS,3921,SEMINOLE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,614,514,534,497,"2,159"
52,PINELLAS,3931,SEMINOLE MIDDLE SCHOOL,0,0,0,0,0,0,0,436,430,424,0,0,0,0,"1,290"
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,24,74,62,61,74,58,62,0,0,0,0,0,0,0,415
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,27,120,113,128,124,120,101,0,0,0,0,0,0,0,733
52,PINELLAS,4061,JOHN HOPKINS MIDDLE SCHOOL,0,0,0,0,0,0,0,385,415,420,0,0,0,0,"1,220"
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,0,115,131,110,119,132,121,0,0,0,0,0,0,0,728
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,28,93,83,94,83,89,90,0,0,0,0,0,0,0,560
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,28,107,116,125,114,113,101,0,0,0,0,0,0,0,704
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,36,119,110,95,112,90,89,0,0,0,0,0,0,0,651
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,0,93,91,94,96,95,94,0,0,0,0,0,0,0,563
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHO,28,112,97,87,108,88,96,0,0,0,0,0,0,0,616
52,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,444,453,485,389,"1,771"
52,PINELLAS,4581,TARPON SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,389,366,379,0,0,0,0,"1,134"
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,40,121,114,114,121,123,114,0,0,0,0,0,0,0,747
52,PINELLAS,4611,TYRONE MIDDLE SCHOOL,0,0,0,0,0,0,0,248,252,302,0,0,0,0,802
52,PINELLAS,4631,THURGOOD MARSHALL MIDDLE SCHL,0,0,0,0,0,0,0,339,337,285,0,0,0,0,961
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,0,36,36,53,37,66,44,0,0,0,0,0,0,0,272
52,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH,0,0,0,0,0,0,0,0,0,0,671,632,566,518,"2,387"
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,33,95,94,89,100,98,94,0,0,0,0,0,0,0,603
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,0,118,110,102,119,103,113,0,0,0,0,0,0,0,665
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,3,94,78,82,96,94,77,0,0,0,0,0,0,0,524
52,PINELLAS,6181,EAST LAKE HIGH SCHOOL,22,0,0,0,0,0,0,0,0,0,613,599,591,499,"2,324"
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,15,121,115,113,95,101,87,0,0,0,0,0,0,0,647
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,30,107,117,118,117,118,111,0,0,0,0,0,0,0,718
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,0,71,88,100,101,90,97,0,0,0,0,0,0,0,547
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,40,91,90,97,108,112,101,0,0,0,0,0,0,0,639
52,PINELLAS,7001,FLORIDA VIRTUAL SCHOOL,0,0,2,9,7,7,7,5,10,13,0,0,0,0,60
52,PINELLAS,7011,EXTENDED TRANSITION AT PTEC CL,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59
52,PINELLAS,7021,EXTENDED TRANSITION AT ABILITI,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
52,PINELLAS,7031,EXTENDED TRANSITION AT PTEC ST,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90
52,PINELLAS,7041,EXTENDED TRANSITION AT CREATIV,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,222,0,0,0,0,22,9,0,2,11,15,28,74,16,399
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,4,8,4,1,4,8,4,6,10,5,11,12,32,32,141
52,PINELLAS,7121,EWES - E-HOW-KEE CAMP.,0,0,0,0,0,0,0,3,0,2,5,11,8,4,33
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHO,0,18,18,18,18,22,22,0,0,0,0,0,0,0,116
52,PINELLAS,7151,ATHENIAN ACADEMY,0,45,35,39,32,32,20,16,23,12,0,0,0,0,254
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,0,0,0,0,0,66,66,88,87,82,0,0,0,0,389
52,PINELLAS,7181,PLATO ACADEMY CHARTER SCHOOL,0,36,36,39,36,44,40,21,22,0,0,0,0,0,274
52,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH,0,0,0,0,0,0,0,0,0,0,0,69,78,59,206
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,0,22,22,13,0,0,0,0,0,0,0,0,0,0,57
52,PINELLAS,7211,IMAGINE CHARTER SCHOOL,27,77,67,71,61,48,52,0,0,0,0,0,0,0,403
52,PINELLAS,7221,IMAGINE MIDDLE SCHOOL,0,0,0,0,0,0,0,51,1,0,0,0,0,0,52
52,PINELLAS,7231,LIFE FORCE ARTS AND TECHNOLOGY,0,17,17,10,11,0,0,0,0,0,0,0,0,0,55
52,PINELLAS,7241,MAVERICKS IN EDUCATION,0,0,0,0,0,0,0,0,0,0,22,72,66,37,197
52,PINELLAS,7721,LIFE SKILLS CENTER OF PINELLAS,0,0,0,0,0,0,0,0,0,0,9,47,120,179,355
52,PINELLAS,7731,LIFE SKILLS CENTER NORTH,0,0,0,0,0,0,0,0,0,0,7,27,98,158,290
52,PINELLAS,8002,EWES - E-NINI-HASSEE CAMP,0,0,0,0,0,0,0,1,4,8,11,13,12,3,52
52,PINELLAS,8003,EWES - E-MA-CHAMEE CAMP,0,0,0,0,0,0,1,1,9,6,15,12,1,0,45
52,PINELLAS,8004,EWES - E-KEL-ETU CAMP,0,0,0,0,0,0,0,1,7,14,14,4,3,0,43
52,PINELLAS,8011,DANIEL ACADEMY,0,0,0,0,0,0,0,0,0,1,2,5,4,0,12
52,PINELLAS,8012,BRITT HALFWAY HOUSE,0,0,0,0,0,0,0,0,0,1,6,8,12,1,28
52,PINELLAS,8014,EWES-ECKERD LEADERSHIP PROGRAM,0,0,0,0,0,0,0,0,2,7,14,8,5,0,36
52,PINELLAS,8015,EWES-ECKERD YOUTH CHALLENGE,0,0,0,0,0,0,0,2,5,9,14,16,9,5,60
52,PINELLAS,8028,PACE CENTER FOR GIRLS,0,0,0,0,0,0,0,0,3,9,6,12,22,1,53
52,PINELLAS,8031,PINELLAS JUVENILE DET CTR,0,0,0,0,0,0,0,0,4,4,13,20,21,2,64
52,PINELLAS,8033,PINELLAS MARINE INSTITUTE,0,0,0,0,0,0,0,0,2,4,11,13,19,0,49
52,PINELLAS,8050,GULF/LAKE ACADEMY,0,0,0,0,0,0,0,3,6,13,14,23,12,0,71
53,POLK,31,LAKELAND SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,592,506,477,458,"2,033"
53,POLK,43,LAWTON CHILES MIDDLE ACADEMY,0,0,0,0,0,0,0,224,224,211,0,0,0,0,659
53,POLK,51,SOUTHWEST MIDDLE SCHOOL,0,0,0,0,0,0,0,296,281,267,0,0,0,0,844
53,POLK,61,CARLTON PALMORE ELEM. SCHOOL,8,89,89,93,99,97,94,0,0,0,0,0,0,0,569
53,POLK,81,CLEVELAND COURT ELEM. SCHOOL,0,48,56,60,61,53,47,0,0,0,0,0,0,0,325
53,POLK,91,COMBEE ELEMENTARY SCHOOL,22,106,95,113,102,111,101,0,0,0,0,0,0,0,650
53,POLK,92,DORIS A. SANDERS LEARNING CTR,3,0,1,1,4,3,3,3,10,4,4,3,10,32,81
53,POLK,101,CRYSTAL LAKE ELEMENTARY SCHOOL,73,85,75,68,83,75,67,0,0,0,0,0,0,0,526
53,POLK,131,DIXIELAND ELEMENTARY SCHOOL,11,52,70,78,80,77,67,0,0,0,0,0,0,0,435
53,POLK,151,PHILIP O'BRIEN ELEMENTARY SCHO,1,96,109,95,106,116,100,0,0,0,0,0,0,0,623
53,POLK,181,MEDULLA ELEMENTARY SCHOOL,61,92,109,121,126,126,117,0,0,0,0,0,0,0,752
53,POLK,191,R. BRUCE WAGNER ELEMENTARY SCH,15,124,128,129,130,126,120,0,0,0,0,0,0,0,772
53,POLK,201,NORTH LAKELAND ELEMENTARY SCHO,24,128,132,116,149,130,113,0,0,0,0,0,0,0,792
53,POLK,231,SOUTHWEST ELEMENTARY SCHOOL,13,65,65,81,76,75,66,0,0,0,0,0,0,0,441
53,POLK,251,LINCOLN AVENUE ACADEMY,0,90,90,90,90,88,88,0,0,0,0,0,0,0,536
53,POLK,261,ROCHELLE SCHOOL OF THE ARTS,18,73,72,95,88,89,90,109,109,105,0,0,0,0,848
53,POLK,311,DANIEL JENKINS ACADEMY TECH,0,0,0,0,0,0,0,183,175,162,0,0,0,0,520
53,POLK,321,SHELLEY S. BOONE MIDDLE SCHOOL,0,0,0,0,0,0,0,256,253,261,0,0,0,0,770
53,POLK,331,ALTA VISTA ELEMENTARY SCHOOL,23,136,153,111,154,127,86,0,0,0,0,0,0,0,790
53,POLK,341,SANDHILL ELEMENTARY SCHOOL,18,106,102,96,109,109,111,0,0,0,0,0,0,0,651
53,POLK,361,EASTSIDE ELEMENTARY SCHOOL,30,172,135,140,176,142,145,0,0,0,0,0,0,0,940
53,POLK,391,BETHUNE ACADEMY,0,72,71,72,72,88,86,0,0,0,0,0,0,0,461
53,POLK,401,DAVENPORT SCHOOL OF THE ARTS,36,54,55,72,72,88,88,90,90,85,0,0,0,0,730
53,POLK,421,DON E WOODS OPPORTUNITY CENTER,0,0,0,0,0,0,0,23,35,50,41,20,13,5,187
53,POLK,441,RIDGEVIEW GLOBAL STUDIES ACAD.,0,145,145,126,127,136,131,0,0,0,0,0,0,0,810
