"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
53,POLK,481,WINTER HAVEN SENIOR HIGH SCHL,0,0,0,0,0,0,0,0,0,0,472,434,424,324,"1,654"
53,POLK,491,DENISON MIDDLE SCHOOL,0,0,0,0,0,0,0,334,346,309,0,0,0,0,989
53,POLK,531,FRANK E. BRIGHAM ACADEMY,0,90,90,90,90,88,110,0,0,0,0,0,0,0,558
53,POLK,571,WESTWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,354,295,321,0,0,0,0,970
53,POLK,591,ELBERT ELEMENTARY SCHOOL,20,99,95,97,100,100,117,0,0,0,0,0,0,0,628
53,POLK,601,FRED G. GARNER ELEMENTARY SCHL,54,115,121,120,129,104,103,0,0,0,0,0,0,0,746
53,POLK,611,INWOOD ELEMENTARY SCHOOL,0,63,84,65,79,53,84,0,0,0,0,0,0,0,428
53,POLK,621,LAKE SHIPP ELEMENTARY SCHOOL,10,115,86,113,98,79,97,0,0,0,0,0,0,0,598
53,POLK,631,JOHN SNIVELY ELEMENTARY SCHOOL,46,96,79,80,80,67,61,0,0,0,0,0,0,0,509
53,POLK,651,LAKE ALFRED ELEMENTARY SCHOOL,17,90,110,110,101,87,79,0,0,0,0,0,0,0,594
53,POLK,661,KAREN M. SIEGEL ACADEMY,6,0,2,7,6,9,5,8,12,9,10,9,10,42,135
53,POLK,681,WAHNETA ELEMENTARY SCHOOL,43,88,77,86,76,63,77,0,0,0,0,0,0,0,510
53,POLK,711,JEWETT MIDDLE ACADEMY MAGNET,0,0,0,0,0,0,0,199,197,192,0,0,0,0,588
53,POLK,712,JEWETT SCHOOL OF THE ARTS,15,72,72,70,74,86,88,88,87,80,0,0,0,0,732
53,POLK,791,FT. MEADE MIDDLE/SR. HIGH SCHL,0,0,0,0,0,0,0,97,89,100,104,93,91,75,649
53,POLK,802,LEWIS ANNA WOODBURY ELEMENTARY,18,106,117,112,113,103,101,0,0,0,0,0,0,0,670
53,POLK,811,AUBURNDALE SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,464,387,332,280,"1,463"
53,POLK,821,JERE L. STAMBAUGH MIDDLE,0,0,0,0,0,0,0,276,273,288,0,0,0,0,837
53,POLK,841,LENA VISTA ELEMENTARY SCHOOL,22,129,129,117,130,121,108,0,0,0,0,0,0,0,756
53,POLK,851,AUBURNDALE CENTRAL ELEMENTARY,36,74,69,75,78,53,62,0,0,0,0,0,0,0,447
53,POLK,861,WALTER CALDWELL ELEM. SCHOOL,15,121,105,110,121,125,117,0,0,0,0,0,0,0,714
53,POLK,881,POLK CITY ELEMENTARY SCHOOL,17,81,101,85,96,113,102,0,0,0,0,0,0,0,595
53,POLK,901,BARTOW SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,610,516,439,409,"1,974"
53,POLK,931,BARTOW MIDDLE SCHOOL,0,0,0,0,0,0,0,305,250,262,0,0,0,0,817
53,POLK,932,COMPASS MIDDLE CHARTER SCHOOL,0,0,0,0,0,0,0,59,59,20,0,0,0,0,138
53,POLK,933,CHAIN OF LAKES ELEMENTARY SCHO,30,143,143,130,150,144,104,0,0,0,0,0,0,0,844
53,POLK,937,RIDGE COMMUNITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,571,460,507,346,"1,884"
53,POLK,941,BARTOW ELEMENTARY ACADEMY,0,55,54,72,72,88,87,0,0,0,0,0,0,0,428
53,POLK,961,FLORAL AVENUE ELEMENTARY SCHOO,14,69,77,75,83,78,77,0,0,0,0,0,0,0,473
53,POLK,962,POLK LIFE AND LEARNING CENTER,0,0,12,4,4,5,4,6,3,4,3,2,2,21,70
53,POLK,971,UNION ACADEMY,0,0,0,0,0,0,0,138,136,130,0,0,0,0,404
53,POLK,981,GIBBONS STREET ELEMENTARY SCHO,55,62,71,49,58,42,53,0,0,0,0,0,0,0,390
53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,7,55,53,69,68,60,66,0,0,0,0,0,0,0,378
53,POLK,1051,TENOROC HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,419,396,307,213,"1,335"
53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOO,2,69,71,81,91,89,84,0,0,0,0,0,0,0,487
53,POLK,1131,MULBERRY SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,271,265,244,213,993
53,POLK,1141,PURCELL ELEMENTARY SCHOOL,10,80,73,79,82,72,70,0,0,0,0,0,0,0,466
53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,61,83,93,104,113,73,70,0,0,0,0,0,0,0,597
53,POLK,1161,MULBERRY MIDDLE SCHOOL,0,0,0,0,0,0,0,316,280,285,0,0,0,0,881
53,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,532,480,447,330,"1,789"
53,POLK,1191,KATHLEEN MIDDLE SCHOOL,0,0,0,0,0,0,0,231,238,211,0,0,0,0,680
53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,8,94,87,83,98,94,78,0,0,0,0,0,0,0,542
53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,17,79,74,90,88,97,86,0,0,0,0,0,0,0,531
53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,27,68,69,78,82,67,73,0,0,0,0,0,0,0,464
53,POLK,1251,WINSTON ELEMENTARY SCHOOL,36,95,68,79,90,75,91,0,0,0,0,0,0,0,534
53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,87,113,144,115,140,117,102,0,0,0,0,0,0,0,818
53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCH,33,127,111,117,134,121,106,0,0,0,0,0,0,0,749
53,POLK,1291,FROSTPROOF ELEMENTARY SCHOOL,35,127,125,153,0,0,0,0,0,0,0,0,0,0,440
53,POLK,1341,MCLAUGHLIN MIDDLE SCHOOL,36,0,0,0,0,0,0,246,221,234,0,0,0,0,737
53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL,10,95,73,82,101,65,84,0,0,0,0,0,0,0,510
53,POLK,1361,HILLCREST ELEMENTARY SCHOOL,10,126,106,105,103,100,95,0,0,0,0,0,0,0,645
53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,19,139,147,139,133,115,114,0,0,0,0,0,0,0,806
53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,40,92,83,99,93,91,76,0,0,0,0,0,0,0,574
53,POLK,1381,ROOSEVELT ACADEMY,0,0,0,0,0,0,0,54,41,32,26,32,30,32,247
53,POLK,1401,JANIE HOWARD WILSON SCHOOL,8,90,82,85,78,76,88,0,0,0,0,0,0,0,507
53,POLK,1421,DALE R FAIR BABSON PARK ELEM.,0,80,84,75,72,69,65,0,0,0,0,0,0,0,445
53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,12,88,117,107,128,112,106,0,0,0,0,0,0,0,670
53,POLK,1491,GAUSE ACADEMY OF LEADERSHIP,54,0,0,0,0,0,0,38,47,68,51,49,56,20,383
53,POLK,1501,CRYSTAL LAKE MIDDLE SCHOOL,0,0,0,0,0,0,0,221,221,205,0,0,0,0,647
53,POLK,1521,OSCAR J. POPE ELEMENTARY SCHOO,4,69,69,80,67,62,62,0,0,0,0,0,0,0,413
53,POLK,1591,MAYNARD A. TRAVISS CAREER CENT,0,0,0,0,0,0,0,0,0,0,0,0,81,109,190
53,POLK,1601,BOK ACADEMY,0,0,0,0,0,0,0,223,200,118,0,0,0,0,541
53,POLK,1611,LAUREL ELEMENTARY SCHOOL,18,73,88,60,111,84,77,0,0,0,0,0,0,0,511
53,POLK,1662,LAKE ALFRED-ADDAIR MIDDLE SCHO,0,0,0,0,0,0,0,195,257,239,0,0,0,0,691
53,POLK,1671,MCKEEL ACADEMY OF TECHNOLOGY,0,0,0,0,0,0,0,132,158,193,175,152,124,108,"1,042"
53,POLK,1681,SCOTT LAKE ELEMENTARY SCHOOL,28,121,92,106,130,144,130,0,0,0,0,0,0,0,751
53,POLK,1682,MCKEEL ELEMENTARY ACADEMY,0,54,54,54,54,66,66,0,0,0,0,0,0,0,348
53,POLK,1691,RIDGE CAREER CENTER,0,0,0,0,0,0,0,0,0,0,0,10,57,116,183
53,POLK,1692,SOUTH MCKEEL ELEMENTARY,0,126,109,107,108,110,176,176,154,0,0,0,0,0,"1,066"
53,POLK,1701,EAGLE LAKE ELEMENTARY SCHOOL,43,85,104,108,102,84,99,0,0,0,0,0,0,0,625
53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,54,129,143,107,116,135,115,0,0,0,0,0,0,0,799
53,POLK,1711,GARDEN GROVE ELEMENTARY SCHOOL,0,82,89,108,140,140,110,0,0,0,0,0,0,0,669
53,POLK,1721,LAKE WALES SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,357,295,340,264,"1,256"
53,POLK,1731,PINEWOOD ELEMENTARY SCHOOL,9,106,95,101,103,82,77,0,0,0,0,0,0,0,573
53,POLK,1751,JAMES E. STEPHENS ELEM. SCHOOL,22,65,87,80,76,58,58,0,0,0,0,0,0,0,446
53,POLK,1761,LAKE GIBSON MIDDLE SCHOOL,0,0,0,0,0,0,0,366,345,347,0,0,0,0,"1,058"
53,POLK,1762,LAKE GIBSON SENIOR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,518,484,494,413,"1,909"
53,POLK,1771,LAKELAND HIGHLANDS MIDDLE SCHL,0,0,0,0,0,0,0,440,448,398,0,0,0,0,"1,286"
53,POLK,1781,DUNDEE ELEMENTARY SCHOOL,17,86,75,76,96,60,81,0,0,0,0,0,0,0,491
53,POLK,1791,HAINES CITY SENIOR HIGH SCHOOL,8,0,0,0,0,0,0,0,0,0,645,488,451,398,"1,990"
53,POLK,1801,FROSTPROOF MIDDLE/SENIOR HIGH,0,0,0,0,0,0,0,176,151,166,196,155,159,146,"1,149"
53,POLK,1811,CLARENCE BOSWELL ELEM. SCHOOL,3,69,68,79,66,60,61,0,0,0,0,0,0,0,406
53,POLK,1821,JAMES W. SIKES ELEMENTARY SCHL,5,143,156,161,167,150,129,0,0,0,0,0,0,0,911
53,POLK,1831,LAKE MARION CREEK ELEMENTARY S,0,85,70,81,91,84,82,209,0,0,0,0,0,0,702
53,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,23,106,85,109,101,115,119,0,0,0,0,0,0,0,658
53,POLK,1851,DR. NE ROBERTS ELEMENTARY SCHO,25,116,88,112,116,108,105,0,0,0,0,0,0,0,670
53,POLK,1861,ROSABELLE W. BLAKE ACADEMY,18,72,72,72,72,68,64,107,110,98,0,0,0,0,753
53,POLK,1881,WENDELL WATSON ELEMENTARY SCHO,4,120,106,141,159,149,148,0,0,0,0,0,0,0,827
53,POLK,1891,VALLEYVIEW ELEMENTARY SCHOOL,20,116,135,136,137,142,128,0,0,0,0,0,0,0,814
53,POLK,1901,SOCRUM ELEMENTARY SCHOOL,74,85,95,92,97,101,87,0,0,0,0,0,0,0,631
53,POLK,1908,SPESSARD L HOLLAND ELEMENTARY,25,137,108,111,107,93,69,0,0,0,0,0,0,0,650
53,POLK,1921,BEN HILL GRIFFIN JR ELEM SCHL,0,0,0,0,152,121,114,0,0,0,0,0,0,0,387
53,POLK,1931,GEORGE W. JENKINS SENIOR HIGH,0,0,0,0,0,0,0,0,0,0,605,628,501,444,"2,178"
53,POLK,1941,LOUGHMAN OAKS ELEMENTARY SCHL,27,102,131,145,128,119,119,0,0,0,0,0,0,0,771
53,POLK,1951,BERKLEY ELEMENTARY SCHOOL,0,107,108,108,108,96,96,0,0,0,0,0,0,0,623
53,POLK,1961,DISCOVERY ACADEMY OF LAKE ALFR,0,0,0,0,0,0,0,377,327,298,0,0,0,0,"1,002"
53,POLK,1971,SLEEPY HILL MIDDLE SCHOOL,0,0,0,0,0,0,0,366,345,275,0,0,0,0,986
53,POLK,1981,DUNDEE RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,157,338,335,0,0,0,0,830
53,POLK,1991,LAKE REGION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,552,519,423,390,"1,884"
53,POLK,2001,BILL DUNCAN OPPORTUNITY CENTER,0,0,0,0,0,0,0,19,59,67,41,36,18,5,245
53,POLK,7001,DISTRICT VIRTUAL SCHOOL,0,0,4,5,7,8,1,1,0,0,0,0,0,0,26
53,POLK,8031,ACHIEVEMENT ACADEMY,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
53,POLK,8071,A.C.E. CHARTER SCHOOL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19
53,POLK,8121,HARTRIDGE ACADEMY,0,36,29,33,21,19,13,0,0,0,0,0,0,0,151
53,POLK,8131,POLK STATE COLLEGE COLLEGIATE,0,0,0,0,0,0,0,0,0,0,0,0,89,128,217
53,POLK,8133,CHAIN OF LAKES COLLEGIATE HIGH,0,0,0,0,0,0,0,0,0,0,0,0,123,120,243
53,POLK,8141,LAKELAND MONTESSORI SCH00L HOU,0,17,15,11,14,8,17,4,0,0,0,0,0,0,86
53,POLK,8142,BERKLEY ACCELERATED MIDDLE SCH,0,0,0,0,0,0,0,132,149,135,0,0,0,0,416
53,POLK,8143,OUR CHILDREN'S ACADEMY,43,22,10,5,7,6,0,0,0,0,0,0,0,0,93
53,POLK,8146,LIFE SKILLS CENTER POLK COUNTY,0,0,0,0,0,0,0,0,0,0,95,101,73,66,335
53,POLK,8148,DROP BACK IN,0,0,0,0,0,0,0,0,0,0,52,33,31,45,161
53,POLK,9001,POLK COUNTY SUPT'S OFFICE,0,0,0,1,0,3,0,7,5,2,8,6,3,42,77
53,POLK,9003,HOSPITAL HOMEBOUND,1,1,4,4,2,1,3,1,4,6,4,2,11,8,52
53,POLK,9203,LAKELAND B.E.S.T. PROGRAM,0,1,0,0,7,7,5,0,0,0,0,0,0,0,20
53,POLK,9205,RIDGE TEEN PARENT PROGRAM,63,0,0,0,0,0,0,0,2,5,10,9,25,33,147
53,POLK,9206,LAKELAND TEEN PARENT PROGRAM,60,0,0,0,0,0,0,0,3,9,11,21,9,18,131
53,POLK,9207,POLK HALFWAY HOUSE,0,0,0,0,0,0,0,2,11,10,2,0,0,0,25
53,POLK,9208,POLK REGIONAL DETENTION CENTER,0,0,0,0,1,1,3,0,6,10,15,10,4,0,50
53,POLK,9221,NEW HORIZONS,0,0,0,0,0,0,0,0,1,1,11,4,3,0,20
53,POLK,9224,AVON PARK YOUTH ACADEMY,0,0,0,0,0,0,0,0,0,0,44,55,40,29,168
53,POLK,9225,PACE CENTER FOR GIRLS,0,0,0,0,0,0,0,0,4,7,9,16,4,2,42
53,POLK,9228,SOUTH COUNTY CENTER,0,0,0,0,0,0,0,1,2,2,13,9,6,3,36
53,POLK,9231,LAKE ALFRED B.E.S.T PROGRAM,0,0,0,1,15,7,7,0,0,0,0,0,0,0,30
53,POLK,9233,SHERIFF'S YOUTH VILLA,0,0,0,0,0,0,0,3,4,4,7,0,1,0,19
53,POLK,9234,NEW BEGINNINGS YOUTH ACADEMY,0,0,0,0,0,0,0,1,1,4,9,4,3,0,22
53,POLK,9251,HAINES CITY HEADSTART CENTER,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90
53,POLK,9252,WINTER HAVEN HEAD START,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36
53,POLK,9253,ALPI FROSTPROOF CHILD DEVELOPM,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55
53,POLK,9255,ESE COUNTYWIDE,0,1,0,3,5,3,4,4,5,5,4,5,4,0,43
54,PUTNAM,41,W. H. BEASLEY MIDDLE SCHOOL,1,0,0,0,0,0,0,163,180,135,0,0,0,0,479
54,PUTNAM,51,THE CHILDREN'S READING CENTER,0,35,32,30,33,17,17,0,0,0,0,0,0,0,164
54,PUTNAM,91,MELLON ELEMENTARY SCHOOL,38,78,58,48,59,50,53,0,0,0,0,0,0,0,384
54,PUTNAM,101,KELLEY SMITH ELEMENTARY SCHOOL,35,126,138,148,153,158,141,0,0,0,0,0,0,0,899
54,PUTNAM,112,INTERLACHEN HIGH SCHOOL,3,0,0,0,0,0,0,1,1,0,268,226,212,208,919
54,PUTNAM,113,C. H. PRICE MIDDLE SCHOOL,0,0,0,0,0,0,0,185,177,173,0,0,0,0,535
54,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,24,64,57,59,61,60,61,0,0,0,0,0,0,0,386
54,PUTNAM,125,Q. I. ROBERTS MIDDLE SCHOOL,0,0,0,0,0,0,0,108,103,117,0,0,0,0,328
54,PUTNAM,151,JAMES A. LONG ELEMENTARY SCHOO,51,80,71,73,74,75,87,0,0,0,0,0,0,0,511
54,PUTNAM,171,"ROBERT H. JENKINS, JR. MIDDLE",2,0,0,0,0,0,0,236,220,220,0,0,0,0,678
54,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,44,165,148,119,128,138,110,0,0,0,0,0,0,0,852
54,PUTNAM,211,BROWNING-PEARCE ELEM. SCHOOL,52,118,137,121,103,107,119,0,0,0,0,0,0,0,757
54,PUTNAM,231,"GEORGE C. MILLER, JR. INTRM.",0,0,0,0,0,120,129,160,0,0,0,0,0,0,409
54,PUTNAM,251,MIDDLETON-BURNEY ELEMENTARY,71,174,170,163,133,0,0,0,0,0,0,0,0,0,711
54,PUTNAM,261,CRESCENT CITY JR/SR HIGH SCHL,7,0,0,0,0,0,0,0,172,171,176,124,112,87,849
54,PUTNAM,301,PALATKA HIGH SCHOOL,7,0,0,0,0,0,0,0,0,0,434,382,326,307,"1,456"
54,PUTNAM,321,ELEANOR H. MILLER SCHOOL,9,1,7,4,4,8,3,6,4,13,18,11,5,20,113
54,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,25,74,70,65,68,65,62,0,0,0,0,0,0,0,429
54,PUTNAM,351,WILLIAM D. MOSELEY ELEMENTARY,56,92,104,75,63,83,80,0,0,0,0,0,0,0,553
54,PUTNAM,7001,PUTNAM VIRTUAL PROGRAM,0,0,1,0,3,0,0,1,0,0,0,0,0,1,6
55,ST. JOHNS,11,ACADEMY FOR BUSINESS AND LEADE,0,0,0,0,0,0,21,26,43,46,0,0,0,0,136
55,ST. JOHNS,21,CROOKSHANK ELEMENTARY SCHOOL,36,114,101,108,99,94,91,0,0,0,0,0,0,0,643
55,ST. JOHNS,32,GAINES ALTERNATIVE AT HAMBLEN,0,0,0,0,0,0,0,0,5,9,7,1,6,5,33
55,ST. JOHNS,33,ST. JOHNS TECHNICAL HIGH SCHOO,0,0,0,0,0,0,0,0,42,34,62,66,48,50,302
55,ST. JOHNS,61,ST JOHNS CO TRANSITION PROGRAM,0,0,0,1,2,0,3,2,4,6,3,4,3,1,29
55,ST. JOHNS,71,THERAPEUTIC LEARNING CENTER,12,0,0,0,0,0,0,0,0,0,0,0,0,12,24
55,ST. JOHNS,91,KETTERLINUS ELEMENTARY SCHOOL,15,62,87,70,72,84,79,0,0,0,0,0,0,0,469
55,ST. JOHNS,141,MKY- HEAD START /DPP PK SCHOOL,139,0,0,0,0,0,0,0,0,0,0,0,0,0,139
55,ST. JOHNS,161,R. B. HUNT ELEMENTARY SCHOOL,1,111,123,98,104,110,109,0,0,0,0,0,0,0,656
55,ST. JOHNS,171,R J MURRAY MIDDLE SCHOOL,0,0,0,0,0,0,0,205,225,209,0,0,0,0,639
55,ST. JOHNS,181,ST. AUGUSTINE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,470,376,399,359,"1,604"
55,ST. JOHNS,201,THE WEBSTER SCHOOL,32,87,88,80,99,76,91,0,0,0,0,1,0,1,555
55,ST. JOHNS,241,JULINGTON CREEK ELEM. SCHOOL,8,134,150,169,166,180,209,0,0,0,0,0,0,0,"1,016"
55,ST. JOHNS,251,ALLEN D NEASE SENIOR HIGH SCHO,0,0,0,0,0,0,0,0,0,0,420,356,379,306,"1,461"
55,ST. JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,7,93,104,104,106,122,111,0,0,0,0,0,0,0,647
55,ST. JOHNS,301,SEBASTIAN MIDDLE SCHOOL,0,0,0,0,0,0,0,205,220,200,0,0,0,0,625
55,ST. JOHNS,311,ALICE B. LANDRUM MIDDLE SCHOOL,0,0,0,0,0,0,0,352,379,422,0,0,0,0,"1,153"
55,ST. JOHNS,321,SWITZERLAND POINT MIDDLE SCHOO,0,0,0,0,0,0,0,310,335,334,0,0,0,0,979
55,ST. JOHNS,331,OSCEOLA ELEMENTARY SCHOOL,22,118,124,114,99,97,102,0,0,0,0,0,0,0,676
55,ST. JOHNS,341,MILL CREEK ELEMENTARY SCHOOL,28,195,166,144,163,171,162,0,0,0,0,0,0,0,"1,029"
55,ST. JOHNS,351,PONTE VEDRA PALM VALLEY- RAWLI,9,159,163,198,206,184,225,0,0,0,0,0,0,0,"1,144"
55,ST. JOHNS,361,OTIS A. MASON ELEMENTARY SCHOO,28,98,89,79,79,87,89,0,0,0,0,0,0,0,549
55,ST. JOHNS,371,GAMBLE ROGERS MIDDLE SCHOOL,0,0,0,0,0,0,0,287,320,318,0,0,0,0,925
55,ST. JOHNS,381,CUNNINGHAM CREEK ELEM. SCHOOL,34,98,122,113,127,137,149,0,0,0,0,1,0,0,781
55,ST. JOHNS,391,OCEAN PALMS ELEMENTARY SCHOOL,8,112,119,123,137,156,166,0,0,0,0,0,0,0,821
55,ST. JOHNS,401,PEDRO MENENDEZ HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,383,367,360,369,"1,479"
55,ST. JOHNS,411,BARTRAM TRAIL HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,418,380,374,346,"1,518"
55,ST. JOHNS,421,HASTINGS JUVENILE CORRECTIONAL,0,0,0,0,0,0,0,4,11,23,45,41,24,14,162
55,ST. JOHNS,422,ST. JOHNS YOUTH ACADEMY,0,0,0,0,0,0,0,1,0,3,18,20,2,2,46
55,ST. JOHNS,441,DURBIN CREEK ELEMENTARY SCHOOL,4,138,162,147,165,161,170,0,0,0,0,0,0,0,947
55,ST. JOHNS,442,ST JOHNS COUNTY JUVENILE RESID,0,0,0,0,0,0,0,0,0,4,14,24,4,0,46
55,ST. JOHNS,451,TIMBERLIN CREEK ELEMENTARY SCH,14,136,135,158,152,116,123,0,0,0,0,0,0,0,834
55,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,30,93,95,87,110,85,89,0,0,0,0,0,0,0,589
55,ST. JOHNS,472,LIBERTY PINES ACADEMY,0,119,132,152,129,123,110,98,108,99,0,0,0,0,"1,070"
55,ST. JOHNS,481,PACETTI BAY MIDDLE SCHOOL,0,0,0,0,0,0,0,282,238,228,0,0,0,0,748
55,ST. JOHNS,482,WARDS CREEK ELEMENTARY SCHOOL,12,102,122,115,105,134,128,0,0,0,0,0,0,0,718
55,ST. JOHNS,491,FRUIT COVE MIDDLE SCHOOL,0,0,0,0,0,0,0,413,415,431,0,0,0,0,"1,259"
55,ST. JOHNS,492,PONTE VEDRA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,354,367,311,245,"1,277"
55,ST. JOHNS,493,CREEKSIDE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,416,387,321,304,"1,428"
55,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOO,5,81,108,100,121,117,105,0,0,0,0,0,0,0,637
55,ST. JOHNS,7001,ST. JOHNS VIRTUAL K-8,0,0,1,0,2,3,1,0,2,1,0,0,0,0,10
55,ST. JOHNS,7004,ST. JOHNS VIRTUAL SCHOOL,0,0,0,0,0,0,1,16,36,37,33,31,32,31,217
55,ST. JOHNS,9001,ST. JOHNS COUNTY SUPT'S OFFICE,6,1,0,1,1,0,1,0,0,0,0,0,1,0,11
56,ST. LUCIE,31,WHITE CITY ELEMENTARY SCHOOL,18,99,91,81,78,59,58,0,0,0,0,0,0,0,484
56,ST. LUCIE,40,WEATHERBEE ELEMENTARY SCHOOL,17,98,89,96,100,68,78,0,0,0,0,0,0,0,546
56,ST. LUCIE,41,FAIRLAWN ELEMENTARY SCHOOL,0,112,116,111,109,98,99,0,0,0,0,0,0,0,645
56,ST. LUCIE,51,FORT PIERCE MAGNET K-8 SCHOOL,0,27,36,31,39,35,39,39,41,41,0,0,0,0,328
56,ST. LUCIE,61,LAWNWOOD ELEMENTARY SCHOOL,17,113,88,101,105,83,83,0,0,0,0,0,0,0,590
56,ST. LUCIE,71,ST. LUCIE ELEMENTARY SCHOOL,27,97,108,111,116,81,99,0,0,0,0,0,0,0,639
56,ST. LUCIE,72,DAN MCCARTY SCHOOL,0,0,0,0,68,48,59,231,199,180,0,0,0,0,785
56,ST. LUCIE,81,FRANCES K. SWEET ELEM. SCHOOL,0,115,113,111,92,96,82,0,0,0,0,0,0,0,609
56,ST. LUCIE,91,SAVANNA RIDGE ELEMENTARY SCHL,27,99,100,111,107,131,120,0,0,0,0,0,0,0,695
56,ST. LUCIE,102,GARDEN CITY EARLY LEARNING ACA,88,80,74,56,0,0,0,0,0,0,0,0,0,0,298
56,ST. LUCIE,111,CHESTER A. MOORE ELEMENTARY SC,36,100,102,104,117,99,82,0,0,0,0,0,0,0,640
56,ST. LUCIE,121,LINCOLN PARK ACADEMY,0,0,0,0,0,0,0,254,231,276,324,287,253,197,"1,822"
56,ST. LUCIE,131,ST. LUCIE WEST K-8 SCHOOL,0,87,94,86,120,110,111,195,237,263,0,0,0,0,"1,303"
56,ST. LUCIE,141,SAMUEL S. GAINES ACADEMY K-8,22,108,107,102,118,110,132,195,158,175,0,0,0,0,"1,227"
56,ST. LUCIE,151,ALLAPATTAH FLATS K-8,0,79,113,122,110,126,111,169,188,123,0,0,0,0,"1,141"
56,ST. LUCIE,161,FORT PIERCE CENTRAL HIGH SCHOO,0,0,0,0,0,0,0,0,0,0,485,424,391,311,"1,611"
56,ST. LUCIE,162,PERFORMANCE BASED DIPLOMA PROG,0,0,0,0,0,0,0,0,0,0,4,10,46,47,107
56,ST. LUCIE,201,FORT PIERCE WESTWOOD HIGH SCHL,0,0,0,0,0,0,0,0,0,0,455,426,343,241,"1,465"
56,ST. LUCIE,202,DALE CASSENS EDUCATIONAL COMPL,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30
56,ST. LUCIE,205,DALE CASSENS EDUCATIONAL COMPL,0,0,0,0,0,0,0,10,17,65,44,43,33,24,236
56,ST. LUCIE,206,DELAWARE AVENUE SCHOOL,0,0,0,0,0,0,0,5,15,9,18,14,5,6,72
56,ST. LUCIE,221,MORNINGSIDE ELEMENTARY SCHOOL,8,92,96,98,119,109,106,0,0,0,0,0,0,0,628
56,ST. LUCIE,231,LAKEWOOD PARK ELEM. SCHOOL,18,115,108,115,107,99,102,0,0,0,0,0,0,0,664
56,ST. LUCIE,241,FLORESTA ELEMENTARY SCHOOL,1,115,122,98,124,119,101,0,0,0,0,0,0,0,680
56,ST. LUCIE,251,BAYSHORE ELEMENTARY SCHOOL,32,111,109,113,130,125,92,0,0,0,0,0,0,0,712
56,ST. LUCIE,261,NORTHPORT K-8 SCHOOL,0,84,93,110,117,109,116,224,215,214,0,0,0,0,"1,282"
56,ST. LUCIE,271,WINDMILL POINT ELEM SCHOOL,34,135,141,146,147,145,133,0,0,0,0,0,0,0,881
56,ST. LUCIE,281,VILLAGE GREEN ENVIRONMENTAL ST,11,79,78,73,84,81,81,0,0,0,0,0,0,0,487
56,ST. LUCIE,301,PORT ST. LUCIE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,627,511,489,471,"2,098"
