DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
52,PINELLAS,121,AZALEA MIDDLE SCHOOL, , , , , , , ,368,300,344, , , , ,"1,012"
52,PINELLAS,131,BARDMOOR ELEMENTARY SCHOOL,23,108,92,93,84,87,76, , , , , , , ,563
52,PINELLAS,141,LARGO MIDDLE SCHOOL, , , , , , , ,277,240,304, , , , ,821
52,PINELLAS,151,BAUDER ELEMENTARY SCHOOL,44,104,112,109,143,156,138, , , , , , , ,806
52,PINELLAS,161,BAY POINT ELEMENTARY SCHOOL, ,107,108,109,111,114,112, , , , , , , ,661
52,PINELLAS,171,BAY POINT MIDDLE SCHOOL, , , , , , , ,303,317,276, , , , ,896
52,PINELLAS,231,BAY VISTA FUNDAMENTAL ELEM., ,108,108,107,108,108,109, , , , , , , ,648
52,PINELLAS,251,BAYSIDE HIGH SCHOOL, , , , , , , , , ,#,21,13,191,132,358
52,PINELLAS,271,BEAR CREEK ELEMENTARY SCHOOL,34,53,61,61,53,62,47, , , , , , , ,371
52,PINELLAS,321,BELCHER ELEMENTARY SCHOOL,34,121,118,110,92,103,84, , , , , , , ,662
52,PINELLAS,371,BELLEAIR ELEMENTARY SCHOOL,36,111,118,119,98,81,71, , , , , , , ,634
52,PINELLAS,391,BLANTON ELEMENTARY SCHOOL,26,91,113,104,70,61,64, , , , , , , ,529
52,PINELLAS,431,BOCA CIEGA HIGH SCHOOL, , , , , , , , , , ,439,431,401,282,"1,553"
52,PINELLAS,441,BROOKER CREEK ELEMENTARY SCHL,11,87,76,79,88,83,115, , , , , , , ,539
52,PINELLAS,481,CAMPBELL PARK ELEMENTARY SCHL,25,104,111,91,96,96,68, , , , , , , ,591
52,PINELLAS,521,ESE COUNTYWIDE,60, , , , , , , , , , ,#, ,#,64
52,PINELLAS,531,JOSEPH L. CARWISE MIDDLE SCHOO, , , , , , , ,356,370,449, , , , ,"1,175"
52,PINELLAS,681,PAUL B. STEPHENS ESE CENTER,#,#,#,#,#,10,#,16,16,13,18,10,22,72,205
52,PINELLAS,711,CLEARWATER HIGH SCHOOL, , , , , , , , , , ,452,491,465,396,"1,804"
52,PINELLAS,731,CLEARWATER FUNDAMENTAL MIDDLE, , , , , , , ,295,280,269, , , , ,844
52,PINELLAS,751,COUNTRYSIDE HIGH SCHOOL,27, , , , , , , , , ,543,585,580,470,"2,205"
52,PINELLAS,811,CROSS BAYOU ELEMENTARY SCHOOL,27,82,83,73,95,83,64, , , , , , , ,507
52,PINELLAS,851,CURLEW CREEK ELEMENTARY SCHOOL,46,113,108,91,111,109,95, , , , , , , ,673
52,PINELLAS,991,LEILA DAVIS ELEMENTARY SCHOOL,29,115,120,125,130,112,132, , , , , , , ,763
52,PINELLAS,1031,DIXIE M. HOLLINS HIGH SCHOOL, , , , , , , , , , ,515,487,431,317,"1,750"
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,27,114,102,115,118,95,105, , , , , , , ,676
52,PINELLAS,1081,DUNEDIN HIGH SCHOOL, , , , , , , , , , ,396,381,406,290,"1,473"
52,PINELLAS,1091,DUNEDIN HIGHLAND MIDDLE SCHOOL, , , , , , , ,401,362,340, , , , ,"1,103"
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,30,131,142,122,124,93,111, , , , , , , ,753
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,38,106,119,96,108,97,68, , , , , , , ,632
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,40,116,108,106,107,106,101, , , , , , , ,684
52,PINELLAS,1281,FITZGERALD MIDDLE SCHOOL, , , , , , , ,384,423,427, , , , ,"1,234"
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,#,78,87,106,92,89,101, , , , , , , ,558
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,31,112,114,129,106,114,82, , , , , , , ,688
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,32,101,110,111,94,95,76, , , , , , , ,619
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,32,109,106,113,111,105,115, , , , , , , ,691
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,44,90,90,90,90,88,88, , , , , , , ,580
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,53,111,122,109,95,105,106, , , , , , , ,701
52,PINELLAS,1531,GIBBS HIGH SCHOOL, , , , , , , , , , ,367,365,305,308,"1,345"
52,PINELLAS,1691,GULFPORT MONTESSOURI ELEM.SCHL,21,126,113,94,93,79,90, , , , , , , ,616
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL, ,78,94,76,95,91,98, , , , , , , ,532
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL, , ,#,#,#,#,11,10,#,14,12,12,11,#,103
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,30,140,136,121,104,97,90, , , , , , , ,718
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMEN,16,93,98,93,91,89,90, , , , , , , ,570
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM., ,54,54,54,54,65,65, , , , , , , ,346
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,26,92,107,90,98,76,60, , , , , , , ,549
52,PINELLAS,2031,LAKEWOOD HIGH SCHOOL, , , , , , , , , , ,313,319,309,291,"1,232"
52,PINELLAS,2081,LARGO HIGH SCHOOL,16, , , , , , , , , ,461,450,478,310,"1,715"
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHO,27,89,91,85,77,71,55, , , , , , , ,495
52,PINELLAS,2151,LEALMAN INTERMEDIATE, , , , , , ,45,107,107,102, , , , ,361
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8, ,72,72,72,72,88,88,317,323,324, , , , ,"1,428"
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,23,85,93,74,100,79,56, , , , , , , ,510
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,35,119,113,109,125,110,118, , , , , , , ,729
52,PINELLAS,2321,MEADOWLAWN MIDDLE SCHOOL, , , , , , , ,410,422,411, , , , ,"1,243"
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,21,75,77,70,80,44,43, , , , , , , ,410
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,29,102,101,100,97,87,97, , , , , , , ,613
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY, , , , , ,14,18,18,13,14, , , , ,77
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,26,65,89,89,88,76,88, , , , , , , ,521
52,PINELLAS,2581,NINA HARRIS ESE CENTER,30,#,#,#,10,#,#,10,10,11,#,12,18,91,236
52,PINELLAS,2641,NORTHEAST HIGH SCHOOL, , , , , , , , , , ,447,471,498,425,"1,841"
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL, ,51,70,58,60,55,56, , , , , , , ,350
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,28,85,116,86,96,114,103, , , , , , , ,628
52,PINELLAS,2821,PINELLAS SECONDARY SCHOOL, , , , , , , ,#,13,15,12,26,23,#,103
52,PINELLAS,2861,OAK GROVE MIDDLE SCHOOL, , , , , , , ,330,368,371, , , , ,"1,069"
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,19,91,115,115,131,127,119, , , , , , , ,717
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,45,81,83,91,80,88,89, , , , , , , ,557
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL, ,53,51,72,60,70,60, , , , , , , ,366
52,PINELLAS,3031,OSCEOLA FUNDAMENTAL HIGH, , , , , , , , , , ,465,465,411,420,"1,761"
52,PINELLAS,3041,OSCEOLA MIDDLE SCHOOL, , , , , , , ,403,366,385, , , , ,"1,154"
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,41,98,88,110,120,130,138, , , , , , , ,725
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY, ,89,90,90,90,90,87, , , , , , , ,536
52,PINELLAS,3191,PALM HARBOR MIDDLE SCHOOL, , , , , , , ,455,487,478, , , , ,"1,420"
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL, , , , ,#,#,11,#,14,11,27,25,24,#,142
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM., ,72,72,72,72,88,88, , , , , , , ,464
52,PINELLAS,3341,CLEARWATER INTERMEDIATE, , , , , , , ,95,97,146, , , , ,338
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,40,98,127,86,107,83,92, , , , , , , ,633
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL, ,106,94,88,82,92,102, , , , , , , ,564
52,PINELLAS,3411,PINELLAS PARK MIDDLE SCHOOL, , , , , , , ,355,354,349, , , , ,"1,058"
52,PINELLAS,3421,PINELLAS PARK HIGH SCHOOL, , , , , , , , , , ,608,575,573,458,"2,214"
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,36,126,127,127,118,124,131, , , , , , , ,789
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOO,28,81,110,94,101,91,89, , , , , , , ,594
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL, ,89,162,142,135,147,134, , , , , , , ,809
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOO,29,110,120,91,107,111,104, , , , , , , ,672
52,PINELLAS,3741,SAFETY HARBOR MIDDLE SCHOOL, , , , , , , ,460,472,492, , , , ,"1,424"
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,22,100,122,126,131,116,89, , , , , , , ,706
52,PINELLAS,3761,JAMES B. SANDERLIN PK-8,43,50,54,66,65,64,64,65,65,64, , , , ,600
52,PINELLAS,3781,ST. PETERSBURG HIGH SCHOOL, , , , , , , , , , ,579,590,623,490,"2,282"
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,33,69,74,61,94,77,88, , , , , , , ,496
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,28,92,86,65,110,78,78, , , , , , , ,537
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,#,99,109,108,105,111,95, , , , , , , ,636
52,PINELLAS,3921,SEMINOLE HIGH SCHOOL, , , , , , , , , , ,571,559,557,441,"2,128"
52,PINELLAS,3931,SEMINOLE MIDDLE SCHOOL, , , , , , , ,354,423,433, , , , ,"1,210"
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,42,94,89,82,81,88,85, , , , , , , ,561
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,19,107,132,118,100,104,103, , , , , , , ,683
52,PINELLAS,4061,JOHN HOPKINS MIDDLE SCHOOL, , , , , , , ,304,282,328, , , , ,914
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL, ,126,128,122,137,106,104, , , , , , , ,723
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,31,100,106,95,114,123,95, , , , , , , ,664
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,27,92,90,94,121,110,106, , , , , , , ,640
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,30,80,125,114,95,105,103, , , , , , , ,652
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,14,73,81,85,79,98,113, , , , , , , ,543
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHO,21,108,120,92,106,104,86, , , , , , , ,637
52,PINELLAS,4521,TARPON SPRINGS HIGH SCHOOL,13, , , , , , , , , ,387,338,338,342,"1,418"
52,PINELLAS,4581,TARPON SPRINGS MIDDLE SCHOOL, , , , , , , ,318,353,351, , , , ,"1,022"
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,49,130,162,119,144,122,109, , , , , , , ,835
52,PINELLAS,4611,TYRONE MIDDLE SCHOOL, , , , , , , ,267,318,287, , , , ,872
52,PINELLAS,4631,THURGOOD MARSHALL FUNDAMENTAL, , , , , , , ,298,307,302, , , , ,907
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE, ,53,35,54,37,44,44, , , , , , , ,267
52,PINELLAS,4681,PALM HARBOR UNIVERSITY HIGH, , , , , , , , , , ,625,639,675,580,"2,519"
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,37,106,97,82,76,78,82, , , , , , , ,558
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL, ,101,108,98,98,123,83, , , , , , , ,611
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,26,83,91,65,65,63,64, , , , , , , ,457
52,PINELLAS,6181,EAST LAKE HIGH SCHOOL,#, , , , , , , , , ,512,521,561,568,"2,170"
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,30,113,103,94,128,133,110, , , , , , , ,711
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,36,111,108,92,129,132,115, , , , , , , ,723
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,28,83,89,95,84,96,87, , , , , , , ,562
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,25,87,92,95,90,84,93, , , , , , , ,566
52,PINELLAS,7001,PINELLAS VIRTUAL INSTRUCTION P, ,18,12,12,12,17,#, , , , , , , ,77
52,PINELLAS,7021,"EXTENDED TRANSITION, NORTH COU", , , , , , , , , , , , , ,209,209
52,PINELLAS,7023,PINELLAS VIRTUAL K-12, ,#,#,#,#,#,#,22,22,35,23,30,44,24,227
52,PINELLAS,7051,PINELLAS TELESCHOOL, , , , , , , , ,#,#,#,#,#,#,28
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,102, , , , ,19,#, ,#,#,#,#,17,19,185
52,PINELLAS,7073,EYES-E-NINI-HASSEE CAMP, , , , , , , , ,#,#,#,#,#,#,29
52,PINELLAS,7081,HOSPITAL/HOMEBOUND,13,#,#,#,#,#,#,#,#,12,18,12,13,20,132
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHO, ,35,53,35,38,45,42, , , , , , , ,248
52,PINELLAS,7151,ATHENIAN ACADEMY, ,35,47,38,37,42,23,25,17,23, , , , ,287
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY, , , , , ,88,88,88,87,87, , , , ,438
52,PINELLAS,7181,PLATO ACADEMY CHARTER SCHOOL, ,37,35,36,36,44,44,45,44,41, , , , ,362
52,PINELLAS,7191,ST. PETERSBURG COLLEGIATE HIGH, , , , , , , , , , , ,75,85,79,239
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL, ,13,14,12,17,11,13,#, , , , , , ,85
52,PINELLAS,7221,IMAGINE MIDDLE SCHOOL, , , , , , , ,13,23,20, , , , ,56
52,PINELLAS,7241,GULF COAST ACADEMY, , , , , , , , , , ,17,44,101,167,329
52,PINELLAS,7271,PINELLAS PRIMARY ACADEMY, ,72,90,72,90, , , , , , , , , ,324
52,PINELLAS,7281,PLATO ACADEMY NORTH K-8 CHARTE, ,33,34,36,41,44,44,44,45,43, , , , ,364
52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND S, ,82,113,53,49,60,43,43,39,18, , , , ,500
52,PINELLAS,7301,WINDSOR CHARTER SCHOOL, ,117,82,48,65,45, , , , , , , , ,357
52,PINELLAS,7311,UNIVERSITY PREPARATORY ACADEMY, ,76,52,61,65,44,43,68,42,14, , , , ,465
52,PINELLAS,7331,DISCOVERY ACADEMY OF SCIENCE C, ,32,22,22,12, , , , , , , , , ,88
52,PINELLAS,7361,NEWPOINT PINELLAS ACADEMY CHAR, , , , , , , ,26,18,18, , , , ,62
52,PINELLAS,7371,NEWPOINT CHARTER SCHOOL, , , , , , , , , , ,25,23,41,14,103
52,PINELLAS,7381,PLATO ACADEMY SOUTH K-8 CHARTE, ,36,36,35,36,44,45,43,44,44, , , , ,363
52,PINELLAS,7481,PLATO SEMINOLE, ,36,35,36,36,44,47,41,44, , , , , ,319
52,PINELLAS,7491,MYCROSCHOOL PINELLAS, , , , , , , , , , ,#,37,70,148,264
52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL T, ,36,35,35,38,43,44,22, , , , , , ,253
52,PINELLAS,7681,PLATO ACADEMY OF ST.PETERSBURG, ,57,51,54, , , , , , , , , , ,162
52,PINELLAS,7731,ENTERPRISE CHARTER HIGH SCHOOL, , , , , , , , , , ,#,#,288,110,409
52,PINELLAS,8011,DANIEL ACADEMY, , , , , , , , ,#,#,#,#,#, ,14
52,PINELLAS,8012,BRITT HALFWAY HOUSE, , , , , , , , ,#,#,#,#,#,#,27
52,PINELLAS,8015,EWES-ECKERD YOUTH CHALLENGE, , , , , , , ,#,#,10,21,18,#,#,59
52,PINELLAS,8028,PACE CENTER FOR GIRLS, , , , , , , ,#,#,13,#,17,10,#,55
52,PINELLAS,8031,PINELLAS JUVENILE DET CTR, , , , , , , ,#,#,12,11,18,15, ,64
52,PINELLAS,8033,AMI KIDS PINELLAS, , , , , , , ,#,#,#,#,#,#, ,35
52,PINELLAS,8060,PINELLAS COUNTY JAIL, , , , , , , , ,#,#,#,#,#,#,19
52,PINELLAS,9999,DISTRICT TOTAL,"2,045","7,733","8,203","7,621","7,826","7,669","7,334","7,483","7,572","7,729","7,942","8,096","8,627","7,511","103,391"
53,POLK,31,LAKELAND SENIOR HIGH SCHOOL, , , , , , , , , , ,600,535,491,408,"2,034"
53,POLK,43,LAWTON CHILES MIDDLE ACADEMY, , , , , , , ,220,219,211, , , , ,650
53,POLK,51,SOUTHWEST MIDDLE SCHOOL, , , , , , , ,303,305,291, , , , ,899
53,POLK,61,CARLTON PALMORE ELEM. SCHOOL,35,91,84,77,82,83,75, , , , , , , ,527
53,POLK,81,CLEVELAND COURT ELEM. SCHOOL, ,74,72,63,70,46,58, , , , , , , ,383
53,POLK,91,COMBEE ELEMENTARY SCHOOL,26,122,146,118,135,82,93, , , , , , , ,722
53,POLK,92,DORIS A. SANDERS LEARNING CTR, , ,#,#,#,#,#,#,14,#,10,#,#,30,100
53,POLK,101,CRYSTAL LAKE ELEMENTARY SCHOOL,56,102,100,89,81,66,64, , , , , , , ,558
53,POLK,131,DIXIELAND ELEMENTARY SCHOOL, ,96,87,81,77,59,68, , , , , , , ,468
53,POLK,151,PHILIP O'BRIEN ELEMENTARY SCHO, ,111,123,96,101,77,83, , , , , , , ,591
53,POLK,181,MEDULLA ELEMENTARY SCHOOL,57,91,93,95,99,79,82, , , , , , , ,596
53,POLK,191,R. BRUCE WAGNER ELEMENTARY SCH,35,153,149,153,128,135,109, , , , , , , ,862
53,POLK,201,NORTH LAKELAND ELEMENTARY SCHO,29,116,106,107,131,83,99, , , , , , , ,671
53,POLK,231,SOUTHWEST ELEMENTARY SCHOOL,26,70,58,82,74,60,59, , , , , , , ,429
53,POLK,251,LINCOLN AVENUE ACADEMY, ,90,108,107,90,87,88, , , , , , , ,570
53,POLK,261,ROCHELLE SCHOOL OF THE ARTS,12,72,72,88,86,87,85,112,105,94, , , , ,813
53,POLK,311,DANIEL JENKINS ACADEMY TECH, , , , , , , ,168,169,169, , , , ,506
53,POLK,321,SHELLEY S. BOONE MIDDLE SCHOOL, , , , , , , ,300,268,281, , , , ,849
53,POLK,331,ALTA VISTA ELEMENTARY SCHOOL,31,149,154,170,129,109,120, , , , , , , ,862
53,POLK,341,SANDHILL ELEMENTARY SCHOOL,36,130,144,130,138,121,111, , , , , , , ,810
53,POLK,361,EASTSIDE ELEMENTARY SCHOOL,25,206,198,204,211,166,142, , , , , , , ,"1,152"
53,POLK,391,BETHUNE ACADEMY, ,72,72,72,71,88,88, , , , , , , ,463
53,POLK,401,DAVENPORT SCHOOL OF THE ARTS,40,72,72,74,74,87,88,153,155,150, , , , ,965
53,POLK,421,DON E WOODS OPPORTUNITY CENTER, , , , , , , ,11,27,40,25,20,11,#,135
53,POLK,441,RIDGEVIEW GLOBAL STUDIES ACAD., ,146,145,143,147,134,135, , , , , , , ,850
53,POLK,481,WINTER HAVEN SENIOR HIGH SCHL, , , , , , , , , , ,573,533,405,359,"1,870"
53,POLK,491,DENISON MIDDLE SCHOOL, , , , , , , ,267,278,282, , , , ,827
53,POLK,531,FRANK E. BRIGHAM ACADEMY, ,88,88,88,88,88,88, , , , , , , ,528
53,POLK,571,WESTWOOD MIDDLE SCHOOL, , , , , , , ,271,295,280, , , , ,846
53,POLK,591,ELBERT ELEMENTARY SCHOOL,19,89,97,95,104,83,89, , , , , , , ,576
53,POLK,601,FRED G. GARNER ELEMENTARY SCHL,51,120,94,89,100,92,98, , , , , , , ,644
53,POLK,611,INWOOD ELEMENTARY SCHOOL, ,59,76,62,75,56,62, , , , , , , ,390
53,POLK,621,LAKE SHIPP ELEMENTARY SCHOOL,11,90,80,102,96,86,81, , , , , , , ,546
53,POLK,631,JOHN SNIVELY ELEMENTARY,36,73,71,77,90,59,62, , , , , , , ,468
53,POLK,651,LAKE ALFRED ELEMENTARY SCHOOL,13,91,78,97,97,78,102, , , , , , , ,556
53,POLK,661,KAREN M. SIEGEL ACADEMY,11,#,#,#,#,10,#,14,11,10,#,14,12,48,162
53,POLK,681,WAHNETA ELEMENTARY SCHOOL,54,75,73,96,100,56,78, , , , , , , ,532
53,POLK,711,JEWETT MIDDLE ACADEMY MAGNET, , , , , , , ,227,194,188, , , , ,609
53,POLK,712,JEWETT SCHOOL OF THE ARTS,22,72,72,72,72,88,88,87,86,81, , , , ,740
53,POLK,791,FT. MEADE MIDDLE/SR. HIGH SCHL, , , , , , , ,110,91,103,128,106,76,90,704
53,POLK,802,LEWIS ANNA WOODBURY ELEMENTARY,49,96,113,88,115,88,104, , , , , , , ,653
53,POLK,811,AUBURNDALE SENIOR HIGH SCHOOL, , , , , , , , , , ,522,455,364,324,"1,665"
53,POLK,821,JERE L. STAMBAUGH MIDDLE, , , , , , , ,269,272,297, , , , ,838
53,POLK,841,LENA VISTA ELEMENTARY SCHOOL,41,150,121,147,144,132,113, , , , , , , ,848
53,POLK,851,AUBURNDALE CENTRAL ELEMENTARY,36,80,68,74,66,53,67, , , , , , , ,444
53,POLK,861,WALTER CALDWELL ELEM. SCHOOL,23,115,97,115,101,88,91, , , , , , , ,630
53,POLK,881,POLK CITY ELEMENTARY SCHOOL,14,103,67,66,89,66,61, , , , , , , ,466
53,POLK,901,BARTOW SENIOR HIGH SCHOOL, , , , , , , , , , ,629,541,474,372,"2,016"
53,POLK,916,DAVENPORT COMMUNITY CAMPUS, , , , , , , , , , ,#,35,26,114,179
53,POLK,931,BARTOW MIDDLE SCHOOL, , , , , , , ,256,267,291, , , , ,814
53,POLK,932,COMPASS MIDDLE CHARTER SCHOOL, , , , , , ,50,57,59,18, , , , ,184
53,POLK,933,CHAIN OF LAKES ELEMENTARY SCHO,61,152,156,164,160,146,178, , , , , , , ,"1,017"
53,POLK,937,RIDGE COMMUNITY HIGH SCHOOL, , , , , , , , , , ,669,615,555,522,"2,361"
53,POLK,941,BARTOW ELEMENTARY ACADEMY, ,72,72,72,72,88,88, , , , , , , ,464
53,POLK,961,FLORAL AVENUE ELEMENTARY SCHOO,19,99,93,89,99,73,73, , , , , , , ,545
53,POLK,962,JEAN O'DELL LEARNING CENTER,#,#,#,#,#,#,#,#,#,#,#,#,#,19,70
53,POLK,971,UNION ACADEMY, , , , , , , ,141,128,125, , , , ,394
53,POLK,981,GIBBONS STREET ELEMENTARY SCHO,36,72,50,46,42,39,25, , , , , , , ,310
53,POLK,1041,ALTURAS ELEMENTARY SCHOOL, ,50,57,52,73,65,39, , , , , , , ,336
53,POLK,1051,TENOROC HIGH SCHOOL, , , , , , , , , , ,327,314,262,229,"1,132"
53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOO,13,68,72,59,66,70,72, , , , , , , ,420
53,POLK,1131,MULBERRY SENIOR HIGH SCHOOL, , , , , , , , , , ,273,287,240,201,"1,001"
53,POLK,1141,PURCELL ELEMENTARY SCHOOL,21,77,84,73,84,73,79, , , , , , , ,491
53,POLK,1151,KINGSFORD ELEMENTARY SCHOOL,64,99,98,76,109,67,79, , , , , , , ,592
53,POLK,1161,MULBERRY MIDDLE SCHOOL, , , , , , , ,334,329,327, , , , ,990
53,POLK,1181,KATHLEEN SENIOR HIGH SCHOOL, , , , , , , , , , ,665,598,474,371,"2,108"
53,POLK,1191,KATHLEEN MIDDLE SCHOOL, , , , , , , ,274,281,252, , , , ,807
53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,17,83,72,89,91,72,75, , , , , , , ,499
53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,14,82,87,81,91,56,57, , , , , , , ,468
53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,49,111,104,102,127,89,73, , , , , , , ,655
53,POLK,1251,WINSTON ELEMENTARY SCHOOL,36,98,100,91,109,77,57, , , , , , , ,568
53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,59,132,105,109,106,83,97, , , , , , , ,691
53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCH,31,104,107,116,126,120,99, , , , , , , ,703
53,POLK,1291,FROSTPROOF ELEMENTARY SCHOOL,54,122,125,115, , , , , , , , , , ,416
53,POLK,1341,MCLAUGHLIN MIDDLE SCHOOL AND F, , , , , , , ,276,252,219, , , , ,747
53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL, ,112,78,83,94,61,57, , , , , , , ,485
53,POLK,1361,HILLCREST ELEMENTARY SCHOOL, ,123,110,114,125,111,95, , , , , , , ,678
53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,38,173,152,152,164,123,137, , , , , , , ,939
53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,51,118,80,105,91,93,88, , , , , , , ,626
53,POLK,1381,ROOSEVELT ACADEMY, , , , , , , ,45,55,44,42,27,23,46,282
53,POLK,1401,JANIE HOWARD WILSON SCHOOL, ,91,85,76,75,75,80, , , , , , , ,482
53,POLK,1421,DALE R FAIR BABSON PARK ELEM., ,91,72,67,81,66,74, , , , , , , ,451
53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,13,77,96,85,91,78,84, , , , , , , ,524
53,POLK,1491,GAUSE ACADEMY OF LEADERSHIP,36, , , , , , ,23,30,49,31,49,26,11,255
53,POLK,1501,CRYSTAL LAKE MIDDLE SCHOOL, , , , , , , ,375,374,337, , , , ,"1,086"
53,POLK,1521,OSCAR J. POPE ELEMENTARY SCHOO,37,79,88,83,72,57,66, , , , , , , ,482
53,POLK,1591,MAYNARD A. TRAVISS CAREER CENT,52, , , , , , , ,#,#,#,20,81,109,272
53,POLK,1601,BOK ACADEMY, , , , , , , ,187,211,173, , , , ,571
53,POLK,1611,LAUREL ELEMENTARY SCHOOL,84,99,103,85,95,87,110, , , , , , , ,663
53,POLK,1662,LAKE ALFRED-ADDAIR MIDDLE SCHO, , , , , , , ,239,260,259, , , , ,758
53,POLK,1671,MCKEEL ACADEMY OF TECHNOLOGY, , , , , , , , ,89,265,239,234,195,128,"1,150"
53,POLK,1681,SCOTT LAKE ELEMENTARY SCHOOL,22,144,116,121,139,118,101, , , , , , , ,761
53,POLK,1682,MCKEEL ELEMENTARY ACADEMY, ,54,53,54,54,66,66,88, , , , , , ,435
53,POLK,1691,RIDGE CAREER CENTER, , , , , , , , , , ,#,13,42,85,141
53,POLK,1692,SOUTH MCKEEL ACADEMY, ,126,126,126,126,132,176,176,175, , , , , ,"1,163"
