DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
53,POLK,1701,EAGLE LAKE ELEMENTARY SCHOOL,42,71,71,81,78,78,97, , , , , , , ,518
53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,#,136,127,131,120,124,111, , , , , , , ,754
53,POLK,1711,GARDEN GROVE ELEMENTARY SCHOOL, ,99,89,99,98,90,100, , , , , , , ,575
53,POLK,1721,LAKE WALES SENIOR HIGH SCHOOL,#, , , , , , , , , ,404,419,342,235,"1,402"
53,POLK,1731,PINEWOOD ELEMENTARY SCHOOL,22,99,109,107,131,99,115, , , , , , , ,682
53,POLK,1751,JAMES E. STEPHENS ELEM. SCHOOL,31,67,58,51,56,54,60, , , , , , , ,377
53,POLK,1761,LAKE GIBSON MIDDLE SCHOOL, , , , , , , ,353,371,403, , , , ,"1,127"
53,POLK,1762,LAKE GIBSON SENIOR HIGH SCHOOL, , , , , , , , , , ,551,452,443,349,"1,795"
53,POLK,1771,LAKELAND HIGHLANDS MIDDLE SCHL, , , , , , , ,438,402,410, , , , ,"1,250"
53,POLK,1781,DUNDEE ELEMENTARY SCHOOL,27,65,67,76,68,75,46, , , , , , , ,424
53,POLK,1791,HAINES CITY SENIOR HIGH SCHOOL,#, , , , , , , , , ,724,643,557,440,"2,371"
53,POLK,1801,FROSTPROOF MIDDLE/SENIOR HIGH, , , , , , , ,175,174,158,142,152,120,99,"1,020"
53,POLK,1811,CLARENCE BOSWELL ELEM. SCHOOL,10,70,62,73,70,60,64, , , , , , , ,409
53,POLK,1821,JAMES W. SIKES ELEMENTARY SCHL,#,151,163,160,121,144,150, , , , , , , ,895
53,POLK,1831,LAKE MARION CREEK ELEMENTARY S, ,88,97,86,108,99,113,234, , , , , , ,825
53,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,26,96,109,94,93,87,81, , , , , , , ,586
53,POLK,1851,DR. NE ROBERTS ELEMENTARY SCHO,49,117,112,110,102,87,84, , , , , , , ,661
53,POLK,1861,ROSABELLE W. BLAKE ACADEMY,11,72,72,71,77,62,61,108,105,95, , , , ,734
53,POLK,1881,WENDELL WATSON ELEMENTARY SCHO,#,124,125,132,143,124,117, , , , , , , ,773
53,POLK,1891,VALLEYVIEW ELEMENTARY SCHOOL,34,102,112,116,115,128,136, , , , , , , ,743
53,POLK,1901,SOCRUM ELEMENTARY SCHOOL,44,93,88,101,114,69,92, , , , , , , ,601
53,POLK,1908,SPESSARD L HOLLAND ELEMENTARY,36,146,130,156,139,137,99, , , , , , , ,843
53,POLK,1921,BEN HILL GRIFFIN JR ELEMENTARY, , , , ,138,116,112, , , , , , , ,366
53,POLK,1931,GEORGE W. JENKINS SENIOR HIGH, , , , , , , , , , ,583,621,579,462,"2,245"
53,POLK,1941,LOUGHMAN OAKS ELEMENTARY SCHL,39,172,186,173,189,147,157, , , , , , , ,"1,063"
53,POLK,1951,BERKLEY ELEMENTARY SCHOOL, ,109,107,108,108,132,132, , , , , , , ,696
53,POLK,1961,DISCOVERY ACADEMY OF LAKE ALFR, , , , , , , ,377,346,316, , , , ,"1,039"
53,POLK,1971,SLEEPY HILL MIDDLE SCHOOL, , , , , , , ,294,287,261, , , , ,842
53,POLK,1981,DUNDEE RIDGE MIDDLE SCHOOL, , , , , , , ,137,401,420, , , , ,958
53,POLK,1991,LAKE REGION HIGH SCHOOL, , , , , , , , , , ,547,495,472,352,"1,866"
53,POLK,2001,BILL DUNCAN OPPORTUNITY CENTER, , , , , , , ,16,39,37,26,20,10,#,154
53,POLK,7001,POLK VIRTUAL INSTRUCTION PROGR, ,#,12,#,#,13,12,#,#,#, , , , ,72
53,POLK,8002,POLK PRE-COLLEGIATE ACADEMY, , , , , , , , , , ,50,31, , ,81
53,POLK,8003,PS LAKELAND GATEWAY TO COLLEGE, , , , , , , , , , , , ,32,14,46
53,POLK,8004,NEW BEGINNINGS HIGH SCHOOL, , , , , , , , ,#,14,52,82,80,79,308
53,POLK,8005,MAGNOLIA MONTESSORI ACADEMY, ,13,12,13,12,13,#, , , , , , , ,72
53,POLK,8006,OUR CHILDRENS MIDDLE ACADEMY, , , , , , , ,25,27,17, , , , ,69
53,POLK,8031,ACHIEVEMENT ACADEMY,156, , , , , , , , , , , , , ,156
53,POLK,8121,HARTRIDGE ACADEMY, ,54,73,43,32,24,20, , , , , , , ,246
53,POLK,8131,POLK STATE COLLEGE COLLEGIATE, , , , , , , , , , , , ,132,139,271
53,POLK,8133,CHAIN OF LAKES COLLEGIATE HIGH, , , , , , , , , , , , ,141,139,280
53,POLK,8140,LAKELAND MONTESSORI MIDDLE SCH, , , , , , , , ,28,33, , , , ,61
53,POLK,8141,LAKELAND MONTESSORI SCHOOL HOU, ,16,10,10,10,#,12,10, , , , , , ,77
53,POLK,8142,BERKLEY ACCELERATED MIDDLE SCH, , , , , , , ,165,162,153, , , , ,480
53,POLK,8143,OUR CHILDREN'S ACADEMY,71,39,29,15,23,14,13,#, , , , , , ,205
53,POLK,9002,TRANSITION SCHOOL, , , , , , , , , , , , , ,46,46
53,POLK,9003,HOSPITAL HOMEBOUND,#, ,#,#,#,#,#,#,#,14,10,#,#,#,77
53,POLK,9004,WINTER HAVEN PACE, , , , ,#, ,#,#, ,#,#, ,#,#,11
53,POLK,9203,B.E.S.T., ,#,#,#,#,#,#, , , , , , , ,22
53,POLK,9205,RIDGE TEEN PARENT PROGRAM,48, , , , , , ,#, ,#,#,#,16,17,94
53,POLK,9207,POLK HALFWAY HOUSE, , , , , , ,#,#,12,#,#, , , ,24
53,POLK,9221,NEW HORIZONS, , , , , , , , , ,#,#,#,#,#,14
53,POLK,9224,AVON PARK YOUTH ACADEMY, , , , , , , , , , ,#,#,62,#,79
53,POLK,9225,PACE CENTER FOR GIRLS, , , , , , , ,#,#,10,10,11,#, ,46
53,POLK,9228,POLK COUNTY SHERIFF'S CENTRAL, , , , , , , , ,#,#,21,25,21,#,76
53,POLK,9233,SHERIFF'S YOUTH VILLA, , , , , , ,#,#,#,#, , , , ,11
53,POLK,9236,POLK COUNTY SHERIFFS REGIONAL, , , , , , ,#,#,#,#,16,#,#,#,40
53,POLK,9237,BARTOW YOUTH ACADEMY, , , , , , , , ,#,#,#,#,#, ,16
53,POLK,9251,HAINES CITY HEADSTART CENTER,90, , , , , , , , , , , , , ,90
53,POLK,9252,WINTER HAVEN HEAD START,36, , , , , , , , , , , , , ,36
53,POLK,9255,ESE COUNTYWIDE, ,#,#,#,11,#,11,#,#,#,#,#,#,#,82
53,POLK,9999,DISTRICT TOTAL,"2,398","7,988","7,757","7,746","8,019","6,964","7,140","7,362","7,393","7,231","7,911","7,400","6,794","5,868","97,971"
54,PUTNAM,41,C. L. OVERTURF JR 6TH GRADE CE, , , , , , , ,367, , , , , , ,367
54,PUTNAM,51,THE CHILDREN'S READING CENTER, ,38,38,39,33,32,35, , , , , , , ,215
54,PUTNAM,61,PUTNAM ACADEMY OF ARTS AND SCI, , , , , , , ,63,63,25, , , , ,151
54,PUTNAM,71,PUTNAM EDGE HIGH SCHOOL, , , , , , , , , , ,53, , , ,53
54,PUTNAM,91,MELLON ELEMENTARY SCHOOL,26,105,81,73,98,52,54, , , , , , , ,489
54,PUTNAM,101,KELLEY SMITH ELEMENTARY SCHOOL,38,117,113,98,102,86,106, , , , , , , ,660
54,PUTNAM,112,INTERLACHEN HIGH SCHOOL,#, , , , , , , , , ,192,228,153,157,731
54,PUTNAM,113,C. H. PRICE MIDDLE SCHOOL, , , , , , , ,207,179,204, , , , ,590
54,PUTNAM,121,MELROSE ELEMENTARY SCHOOL,11,70,64,59,61,41,58,20, , , , , , ,384
54,PUTNAM,125,Q.I. ROBERTS JR. - SR. HIGH SC, , , , , , , , ,77,82,80, , , ,239
54,PUTNAM,151,JAMES A. LONG ELEMENTARY SCHOO,51,87,112,84,91,98,98, , , , , , , ,621
54,PUTNAM,171,"ROBERT H. JENKINS, JR. MIDDLE", , , , , , , , ,336,369, , , , ,705
54,PUTNAM,201,INTERLACHEN ELEMENTARY SCHOOL,48,140,130,145,125,133,111, , , , , , , ,832
54,PUTNAM,211,BROWNING-PEARCE ELEM. SCHOOL,51,134,161,111,128,102,126, , , , , , , ,813
54,PUTNAM,231,"GEORGE C. MILLER, JR. INTRM.", , , , , ,132,152,145, , , , , , ,429
54,PUTNAM,251,MIDDLETON-BURNEY ELEMENTARY,67,145,163,154,157, , , , , , , , , ,686
54,PUTNAM,261,CRESCENT CITY JR/SR HIGH SCHL,#, , , , , , , ,179,139,151,157,104,114,847
54,PUTNAM,301,PALATKA HIGH SCHOOL,#, , , , , , , , , ,368,411,289,240,"1,313"
54,PUTNAM,321,ELEANOR H. MILLER SCHOOL,#,#,#,#,#,#,#,11,12,#,10,#,#,19,113
54,PUTNAM,341,OCHWILLA ELEMENTARY SCHOOL,26,74,70,75,64,58,66, , , , , , , ,433
54,PUTNAM,351,WILLIAM D. MOSELEY ELEMENTARY,31,82,89,54,51,61,51, , , , , , , ,419
54,PUTNAM,7004,PUTNAM VIRTUAL FRANCHISE, , , , , , , ,#,#,#,#,#,#,#,15
54,PUTNAM,7023,PUTNAM VIRTUAL INSTRUCTION(DIS, , ,#,#, , ,#,#, , , , , , ,#
54,PUTNAM,9999,DISTRICT TOTAL,365,993,"1,025",899,916,803,866,815,849,827,855,808,557,533,"11,111"
55,ST. JOHNS,11,ACADEMY FOR BUSINESS AND LEADE, , , , , , ,#,19,26,41, , , , ,93
55,ST. JOHNS,12,ST. AUGUSTINE PUBLIC MONTESSOR, , ,14,12,10,#,#, , , , , , , ,48
55,ST. JOHNS,13,ST. PAUL SCHOOL OF EXCELLENCE, ,17,14,16,18, , , , , , , , , ,65
55,ST. JOHNS,21,CROOKSHANK ELEMENTARY SCHOOL,58,120,115,124,119,88,90, , , , , , , ,714
55,ST. JOHNS,32,GAINES ALTERNATIVE AT HAMBLEN, , , , , , , ,#,10,#,17,#,#,#,59
55,ST. JOHNS,33,ST. JOHNS TECHNICAL HIGH SCHOO, , , , , , , ,27,16,20,27,27,25,39,181
55,ST. JOHNS,61,ST JOHNS CO TRANSITION PROGRAM, , , , ,#,#,#,#,#,#,#,#,#,#,26
55,ST. JOHNS,71,THERAPEUTIC LEARNING CENTER,14, , , , , , , , , , , , , ,14
55,ST. JOHNS,72,ST. JOHNS COMMUNITY CAMPUS, , , , , , , , , , , , , ,14,14
55,ST. JOHNS,91,KETTERLINUS ELEMENTARY SCHOOL,20,95,77,75,67,78,70, , , , , , , ,482
55,ST. JOHNS,141,MKY- HEAD START /DPP PK SCHOOL,#, , , , , , , , , , , , ,#,#
55,ST. JOHNS,161,R. B. HUNT ELEMENTARY SCHOOL,#,112,107,104,129,111,138, , , , , , , ,707
55,ST. JOHNS,171,R J MURRAY MIDDLE SCHOOL, , , , , , , ,281,259,242, , , , ,782
55,ST. JOHNS,181,ST. AUGUSTINE HIGH SCHOOL, , , , , , , , , , ,476,402,447,393,"1,718"
55,ST. JOHNS,201,THE WEBSTER SCHOOL,83,81,91,81,90,84,72, , , , , , , ,582
55,ST. JOHNS,241,JULINGTON CREEK ELEM. SCHOOL,#,157,157,164,175,198,215, , , , , , , ,"1,068"
55,ST. JOHNS,251,ALLEN D NEASE SENIOR HIGH SCHO, , , , , , , , , , ,513,470,404,389,"1,776"
55,ST. JOHNS,261,W. DOUGLAS HARTLEY ELEMENTARY,#,107,116,108,129,117,107, , , , , , , ,687
55,ST. JOHNS,301,SEBASTIAN MIDDLE SCHOOL, , , , , , , ,187,223,219, , , , ,629
55,ST. JOHNS,311,ALICE B. LANDRUM MIDDLE SCHOOL, , , , , , , ,438,412,444, , , , ,"1,294"
55,ST. JOHNS,321,SWITZERLAND POINT MIDDLE SCHOO, , , , , , , ,408,445,415, , , , ,"1,268"
55,ST. JOHNS,331,OSCEOLA ELEMENTARY SCHOOL,47,117,105,106,94,103,112, , , , , , , ,684
55,ST. JOHNS,341,MILL CREEK ELEMENTARY SCHOOL,35,165,141,135,148,169,119, , , , , , , ,912
55,ST. JOHNS,351,PONTE VEDRA PALM VALLEY- RAWLI,16,183,228,228,207,227,224, , , , , , , ,"1,313"
55,ST. JOHNS,361,OTIS A. MASON ELEMENTARY SCHOO,35,74,88,113,94,107,82, , , , , , , ,593
55,ST. JOHNS,371,GAMBLE ROGERS MIDDLE SCHOOL, , , , , , , ,249,280,299, , , , ,828
55,ST. JOHNS,381,CUNNINGHAM CREEK ELEM. SCHOOL,35,118,112,134,144,123,150, , , , , , , ,816
55,ST. JOHNS,391,OCEAN PALMS ELEMENTARY SCHOOL,13,151,124,144,153,147,162, , , , , , , ,894
55,ST. JOHNS,401,PEDRO MENENDEZ HIGH SCHOOL, , , , , , , , , , ,387,355,308,300,"1,350"
55,ST. JOHNS,411,BARTRAM TRAIL HIGH SCHOOL, , , , , , , , , , ,509,422,449,424,"1,804"
55,ST. JOHNS,421,HASTINGS JUVENILE CORRECTIONAL, , , , , , , ,#,11,16,42,32,#, ,114
55,ST. JOHNS,422,ST. JOHNS YOUTH ACADEMY, , , , , , , , , ,#,16,12,#,#,34
55,ST. JOHNS,441,DURBIN CREEK ELEMENTARY SCHOOL,#,134,144,167,164,151,162, , , , , , , ,925
55,ST. JOHNS,442,ST JOHNS COUNTY JUVENILE RESID, , , , , , , , , ,#,15,15,#,#,42
55,ST. JOHNS,451,TIMBERLIN CREEK ELEMENTARY SCH,51,125,166,154,145,147,165, , , , , , , ,953
55,ST. JOHNS,461,SOUTH WOODS ELEMENTARY SCHOOL,53,93,103,88,91,110,87, , , , , , , ,625
55,ST. JOHNS,472,LIBERTY PINES ACADEMY,#,131,139,157,173,137,152,182,141,153, , , , ,"1,367"
55,ST. JOHNS,481,PACETTI BAY MIDDLE SCHOOL, , , , , , , ,342,338,362, , , , ,"1,042"
55,ST. JOHNS,482,WARDS CREEK ELEMENTARY SCHOOL,20,107,147,119,142,142,128, , , , , , , ,805
55,ST. JOHNS,491,FRUIT COVE MIDDLE SCHOOL, , , , , , , ,414,462,451, , , , ,"1,327"
55,ST. JOHNS,492,PONTE VEDRA HIGH SCHOOL, , , , , , , , , , ,414,367,376,372,"1,529"
55,ST. JOHNS,493,CREEKSIDE HIGH SCHOOL, , , , , , , , , , ,522,493,457,411,"1,883"
55,ST. JOHNS,501,HICKORY CREEK ELEMENTARY SCHOO,#,116,124,129,149,135,160, , , , , , , ,815
55,ST. JOHNS,511,PALENCIA ELEMENTARY SCHOOL,#,92,107,98,111,95,89, , , , , , , ,595
55,ST. JOHNS,3525,ST. JOHNS COUNTY JAIL (DJJ), , , , , , , , , , ,#, , ,#,#
55,ST. JOHNS,7001,ST. JOHNS VIRTUAL INSTRUCTION, ,#,#,#,14,11,13,#, , , , , , ,65
55,ST. JOHNS,7004,ST. JOHNS VIRTUAL FRANCHISE, , , , , , , ,#,10,16,16,15,21,24,110
55,ST. JOHNS,9999,DISTRICT TOTAL,509,"2,302","2,426","2,465","2,569","2,490","2,511","2,569","2,635","2,689","2,962","2,619","2,512","2,386","33,644"
56,ST. LUCIE,31,WHITE CITY ELEMENTARY SCHOOL,20,92,93,97,91,93,71, , , , , , , ,557
56,ST. LUCIE,40,WEATHERBEE ELEMENTARY SCHOOL,41,112,113,100,112,94,91, , , , , , , ,663
56,ST. LUCIE,41,FAIRLAWN ELEMENTARY SCHOOL, ,107,107,106,103,100,103, , , , , , , ,626
56,ST. LUCIE,51,FORT PIERCE MAGNET SCHOOL OF T,40,59,52,53,54,46,47,38,42,45, , , , ,476
56,ST. LUCIE,61,LAWNWOOD ELEMENTARY SCHOOL,40,114,136,110,132,102,105, , , , , , , ,739
56,ST. LUCIE,71,ST. LUCIE ELEMENTARY SCHOOL,43,118,121,116,144,109,108, , , , , , , ,759
56,ST. LUCIE,72,DAN MCCARTY SCHOOL, , , , , , , ,199,210,175, , , , ,584
56,ST. LUCIE,81,FRANCES K. SWEET ELEM. SCHOOL, ,105,107,105,103,100,93, , , , , , , ,613
56,ST. LUCIE,91,SAVANNA RIDGE ELEMENTARY SCHL,26,65,85,82,105,90,95, , , , , , , ,548
56,ST. LUCIE,111,CHESTER A. MOORE ELEMENTARY SC,42,117,127,100,130,93,94, , , , , , , ,703
56,ST. LUCIE,121,LINCOLN PARK ACADEMY, , , , , , , ,280,278,260,281,279,224,219,"1,821"
56,ST. LUCIE,131,ST. LUCIE WEST K-8 SCHOOL, ,107,108,121,132,131,114,222,231,244, , , , ,"1,410"
56,ST. LUCIE,141,SAMUEL S. GAINES ACADEMY K-8,40,133,112,124,152,75,82,169,138,148, , , , ,"1,173"
56,ST. LUCIE,151,ALLAPATTAH FLATS K-8, ,54,70,67,103,76,116,133,161,164, , , , ,944
56,ST. LUCIE,161,FORT PIERCE CENTRAL HIGH SCHOO, , , , , , , , , , ,681,715,596,545,"2,537"
56,ST. LUCIE,162,PERFORMANCE BASED DIPLOMA PROG, , , , , , , , , , ,14,40,47,72,173
56,ST. LUCIE,201,FORT PIERCE WESTWOOD HIGH SCHL, , , , , , , , , , ,387,387,273,313,"1,360"
56,ST. LUCIE,205,DALE CASSENS EDUCATION COMPLEX,17, , , , , , ,10,58,87,33,36,19,25,285
56,ST. LUCIE,221,MORNINGSIDE ELEMENTARY SCHOOL,#,103,107,98,115,108,109, , , , , , , ,644
56,ST. LUCIE,231,LAKEWOOD PARK ELEM. SCHOOL,40,113,117,128,114,104,86, , , , , , , ,702
56,ST. LUCIE,241,FLORESTA ELEMENTARY SCHOOL,#,107,112,107,107,93,106, , , , , , , ,633
56,ST. LUCIE,251,BAYSHORE ELEMENTARY SCHOOL,56,113,106,105,125,103,101, , , , , , , ,709
56,ST. LUCIE,261,NORTHPORT K-8 SCHOOL,23,82,103,98,105,95,116,157,211,206, , , , ,"1,196"
56,ST. LUCIE,271,WINDMILL POINT ELEM SCHOOL,25,133,125,141,150,103,124, , , , , , , ,801
56,ST. LUCIE,281,VILLAGE GREEN ENVIRONMENTAL ST, ,99,81,75,91,73,62, , , , , , , ,481
56,ST. LUCIE,301,PORT ST. LUCIE HIGH SCHOOL, , , , , , , , , , ,408,405,423,399,"1,635"
56,ST. LUCIE,311,PARKWAY ELEMENTARY SCHOOL,39,90,82,85,94,82,89, , , , , , , ,561
56,ST. LUCIE,331,SOUTHPORT MIDDLE SCHOOL, , , , , , , ,254,284,278, , , , ,816
56,ST. LUCIE,341,MARIPOSA ELEMENTARY SCHOOL,26,107,126,128,111,115,151, , , , , , , ,764
56,ST. LUCIE,351,OAK HAMMOCK K-8 SCHOOL,#,133,126,127,129,132,131,235,229,237, , , , ,"1,483"
56,ST. LUCIE,361,MANATEE ACADEMY K-8, ,108,127,134,157,137,160,193,206,209, , , , ,"1,431"
56,ST. LUCIE,371,FOREST GROVE MIDDLE SCHOOL, , , , , , , ,305,287,288, , , , ,880
56,ST. LUCIE,381,RIVERS EDGE ELEMENTARY SCHOOL, ,106,125,124,117,110,117, , , , , , , ,699
56,ST. LUCIE,391,SOUTHERN OAKS MIDDLE SCHOOL, , , , , , , ,305,315,330, , , , ,950
56,ST. LUCIE,401,ST. LUCIE WEST CENTENNIAL HIGH,33, , , , , , , , , ,638,646,618,567,"2,502"
56,ST. LUCIE,411,TREASURE COAST HIGH SCHOOL, , , , , , , , , , ,671,685,617,544,"2,517"
56,ST. LUCIE,421,WEST GATE K-8 SCHOOL,#,109,125,126,133,121,121,142,166,176, , , , ,"1,222"
56,ST. LUCIE,703,NAU CHARTER SCHOOL, ,49,55,48,56,44,46,19,43,50, , , , ,410
56,ST. LUCIE,711,RENAISSANCE CHARTER SCHOOL OF, ,151,139,131,144,162,129,155,152,115, , , , ,"1,278"
56,ST. LUCIE,712,COLLEGE PREP ACADEMY OF THE TR, , , , , , , , , , ,112,99, , ,211
56,ST. LUCIE,721,RENAISSANCE CHARTER SCHOOL AT, ,120,94,110,101,90,96,88, , , , , , ,699
56,ST. LUCIE,5001,ST. LUCIE DETENTION CENTER, , , , , , , ,#,#,#,#,15,#,#,38
56,ST. LUCIE,5003,DATA HOUSE, , , , , , , , , ,#, ,#,#,#,15
56,ST. LUCIE,5005,ST. LUCIE COUNTY SCHOOL BOARD-, , , , , , , , ,#,#,#,#,#, ,19
56,ST. LUCIE,5011,HOMEBOUND PROGRAM,#, , , , , , , , , ,#, , , ,#
56,ST. LUCIE,5031,"PACE CENTER FOR GIRLS, TREASUR", , , , , , , ,#,#,#,#,#,#,#,36
56,ST. LUCIE,7001,ST. LUCIE VIRTUAL INSTRUCTION, , ,#,#,#,#,#,#,#,#, ,#,#,#,31
56,ST. LUCIE,7023,MOSAIC DIGITAL ACADEMY, ,#,#,#,12,#,#,11,16,14,#,#,16,14,126
56,ST. LUCIE,9999,DISTRICT TOTAL,564,"2,913","2,989","2,953","3,224","2,787","2,874","2,929","3,038","3,048","3,254","3,326","2,857","2,706","39,462"
57,SANTA ROSA,21,CENTRAL SCHOOL,16,27,27,23,25,30,21,23,67,82,50,53,57,32,533
57,SANTA ROSA,41,BERRYHILL ELEMENTARY SCHOOL,27,142,121,132,132,134,109, , , , , , , ,797
57,SANTA ROSA,51,BAGDAD ELEMENTARY SCHOOL,24,72,68,84,67,69,52, , , , , , , ,436
57,SANTA ROSA,61,CHUMUCKLA ELEMENTARY SCHOOL, ,36,47,37,37,45,38,34, , , , , , ,274
57,SANTA ROSA,71,EAST MILTON ELEMENTARY SCHOOL,36,129,133,123,118,109,105,#, ,#, , , , ,757
57,SANTA ROSA,101,GULF BREEZE ELEMENTARY SCHOOL,#,86,112,118,122,152,126,#, , , , , , ,726
57,SANTA ROSA,102,GULF BREEZE MIDDLE SCHOOL, , , , , , , ,293,308,297, , , ,#,900
57,SANTA ROSA,103,GULF BREEZE HIGH SCHOOL, , , , , , , , , , ,463,371,356,331,"1,521"
57,SANTA ROSA,131,T. R. JACKSON PREK CENTER,177, , , , , , , , , , , , , ,177
57,SANTA ROSA,141,JAY HIGH SCHOOL,#, , , , , , , ,79,66,87,81,64,63,441
57,SANTA ROSA,142,JAY ELEMENTARY SCHOOL, ,70,81,59,61,63,60,80, , , , , , ,474
57,SANTA ROSA,151,MILTON HIGH SCHOOL,#, , , , , , , , , ,585,406,402,370,"1,765"
57,SANTA ROSA,152,SANTA ROSA ADULT SCHOOL,#, , , , , , , , , , ,#,30,116,152
57,SANTA ROSA,171,S. S. DIXON PRIMARY SCHOOL,#,227,235,241, , , , , , , , , , ,704
57,SANTA ROSA,182,PACE HIGH SCHOOL, , , , , , , , , , ,511,475,411,424,"1,821"
57,SANTA ROSA,191,W. H. RHODES ELEMENTARY SCHOOL,15,134,164,144,142,151,105, , , , , , , ,855
57,SANTA ROSA,231,HOBBS MIDDLE SCHOOL, , , , , , , ,241,237,216, ,#, , ,695
57,SANTA ROSA,261,MARTIN LUTHER KING MIDDLE SCHO, , , , , , , ,223,207,202, , , , ,632
57,SANTA ROSA,271,HOLLEY-NAVARRE INTERMEDIATE, , ,#,#,261,255,261, , , , , , , ,782
57,SANTA ROSA,272,HOLLEY-NAVARRE MIDDLE SCHOOL, , , , , , ,#,265,269,282, , , , ,817
57,SANTA ROSA,281,HOLLEY-NAVARRE PRIMARY,#,250,290,258, , , , , , , , , , ,799
57,SANTA ROSA,301,PEA RIDGE ELEMENTARY SCHOOL,12,124,109,140,124,122,110, , , , , , , ,741
57,SANTA ROSA,302,AVALON MIDDLE SCHOOL, , , , , , , ,250,243,260, , , , ,753
57,SANTA ROSA,311,ORIOLE BEACH ELEMENTARY SCHOOL,19,123,121,123,143,145,132, , , , , , , ,806
57,SANTA ROSA,312,BENNETT C RUSSELL ELEMENTARY S,38,144,155,142,129,134,135, , , , , , , ,877
57,SANTA ROSA,321,LOCKLIN TECHNICAL CENTER, , , , , , , , , , , , , ,11,11
57,SANTA ROSA,331,S. S. DIXON INTERMEDIATE SCHOO, , , , ,222,245,263, , , , , , , ,730
57,SANTA ROSA,332,THOMAS L SIMS MIDDLE SCHOOL, , , , , , , ,288,282,316, , , , ,886
57,SANTA ROSA,341,WEST NAVARRE PRIMARY SCHOOL, ,306,263,267, , ,#, , , , , , , ,837
57,SANTA ROSA,342,WEST NAVARRE INTERMEDIATE SCHO,86, ,#, ,300,327,307, , , , , , , ,"1,021"
57,SANTA ROSA,351,NAVARRE HIGH SCHOOL, , , , , , , , , , ,557,492,468,408,"1,925"
57,SANTA ROSA,361,WOODLAWN BEACH MIDDLE SCHOOL, , , , , , , ,339,311,343, , , ,#,994
57,SANTA ROSA,7001,SANTA ROSA ONLINE VIRTUAL INST, ,#,#,#,#,#,#,#,#,#,#,#,#, ,45
57,SANTA ROSA,7004,SANTA ROSA VIRTUAL FRANCHISE, , , , , , , , ,#,13,#,11,15,11,65
57,SANTA ROSA,8001,LEARNING ACADEMY OF SANTA ROSA, , , , , , , ,#,14,13,19,16,#,16,89
57,SANTA ROSA,8003,CAPSTONE ACADEMY MILTON CHARTE,18, , , , , , , , , , , , , ,18
57,SANTA ROSA,9060,BERRYHILL ADMIN. COMPLEX, , , , ,#, ,#,#,#,#,#,#,#,16,43
57,SANTA ROSA,9999,DISTRICT TOTAL,486,"1,875","1,934","1,897","1,892","1,986","1,837","2,047","2,032","2,099","2,286","1,913","1,814","1,801","25,899"
58,SARASOTA,12,ALTA VISTA ELEMENTARY SCHOOL,#,135,110,108,82,91,109, , , , , , , ,637
58,SARASOTA,21,PINE VIEW SCHOOL, , , ,97,126,174,185,209,260,259,233,205,235,197,"2,180"
58,SARASOTA,31,SARASOTA MIDDLE SCHOOL, , , , , , , ,395,444,380, , , , ,"1,219"
58,SARASOTA,51,SARASOTA HIGH SCHOOL, , , , , , , , , , ,605,551,479,381,"2,016"
58,SARASOTA,71,BAY HAVEN SCHOOL OF BASICS PLU, ,107,107,102,104,88,88, , , , , , , ,596
58,SARASOTA,74,SARASOTA MILITARY ACADEMY, , , , , , , , , , ,300,298,267,187,"1,052"
58,SARASOTA,81,SUNCOAST SCHOOL FOR INN.STUD.,19,41,40,38,38,44,41,58,55,51, , , , ,425
58,SARASOTA,83,SARASOTA SCHL OF ARTS/SCIENCES, , , , , , , ,253,252,249, , , , ,754
58,SARASOTA,84,BOOKER MIDDLE SCHOOL, , , , , , , ,274,290,279, , , , ,843
58,SARASOTA,85,BOOKER HIGH SCHOOL, , , , , , , , , , ,348,266,259,225,"1,098"
58,SARASOTA,90,ISLAND VILLAGE MONTESSORI SCHL, ,110,79,87,74,81,80,29,38,41, , , , ,619
58,SARASOTA,100,SARASOTA SUNCOAST ACADEMY, ,87,95,88,87,66,66, , , , , , , ,489
58,SARASOTA,101,BRENTWOOD ELEMENTARY SCHOOL,56,86,97,100,106,104,95, , , , , , , ,644
58,SARASOTA,102,STUDENT LEADERSHIP ACADEMY, , , , , , , ,103,101,112, , , , ,316
58,SARASOTA,103,IMAGINE SCHOOL AT NORTH PORT, ,76,82,76,77,89,91,103,109,109,60,70,67, ,"1,009"
58,SARASOTA,106,IMAGINE SCHOOL AT PALMER RANCH,38,54,61,47,50,41,42,67,80,85, , , , ,565
58,SARASOTA,110,SKY ACADEMY, , , , , , , ,102,114,105, , , , ,321
58,SARASOTA,111,BROOKSIDE MIDDLE SCHOOL, , , , , , , ,282,244,290, , , , ,816
58,SARASOTA,113,SARASOTA ACADEMY OF THE ARTS, ,20,18,18,16,21,33,39,19,19, , , , ,203
58,SARASOTA,121,ENGLEWOOD ELEMENTARY SCHOOL, ,87,83,84,82,69,87, , , , , , , ,492
58,SARASOTA,131,FRUITVILLE ELEMENTARY SCHOOL,11,124,141,132,118,127,119, , , , , , , ,772
